scenario,round,client_id,class,precision,recall,f1
Non-IID,38,15,6,1.0,1.0,1.0
Non-IID,38,15,7,0.8333333333333334,1.0,0.9090909090909091
Non-IID,38,15,8,0.7142857142857143,1.0,0.8333333333333333
Non-IID,38,15,9,1.0,0.7,0.8235294117647058
Non-IID,38,13,0,1.0,1.0,1.0
Non-IID,38,13,1,1.0,1.0,1.0
Non-IID,38,13,2,1.0,0.6,0.7499999999999999
Non-IID,38,13,3,1.0,0.4,0.5714285714285715
Non-IID,38,13,4,0.9,0.9,0.9
Non-IID,38,13,5,0.5882352941176471,1.0,0.7407407407407407
Non-IID,38,13,6,1.0,1.0,1.0
Non-IID,38,13,7,0.8333333333333334,1.0,0.9090909090909091
Non-IID,38,13,8,0.7142857142857143,1.0,0.8333333333333333
Non-IID,38,13,9,1.0,0.7,0.8235294117647058
Non-IID,39,6,0,1.0,0.6,0.7499999999999999
Non-IID,39,6,1,1.0,1.0,1.0
Non-IID,39,6,2,0.5,0.9,0.6428571428571429
Non-IID,39,6,3,1.0,0.1,0.18181818181818182
Non-IID,39,6,4,0.9,0.9,0.9
Non-IID,39,6,5,0.4166666666666667,1.0,0.5882352941176471
Non-IID,39,6,6,1.0,0.2,0.33333333333333337
Non-IID,39,6,7,0.5,1.0,0.6666666666666666
Non-IID,39,6,8,1.0,0.9,0.9473684210526316
Non-IID,39,6,9,0.0,0.0,0.0
Non-IID,39,4,0,1.0,0.6,0.7499999999999999
Non-IID,39,4,1,1.0,1.0,1.0
Non-IID,39,4,2,0.5,0.9,0.6428571428571429
Non-IID,39,4,3,1.0,0.1,0.18181818181818182
Non-IID,39,4,4,0.9,0.9,0.9
Non-IID,39,4,5,0.4166666666666667,1.0,0.5882352941176471
Non-IID,39,4,6,1.0,0.2,0.33333333333333337
Non-IID,39,4,7,0.5,1.0,0.6666666666666666
Non-IID,39,4,8,1.0,0.9,0.9473684210526316
Non-IID,39,4,9,0.0,0.0,0.0
Non-IID,40,17,0,1.0,0.6,0.7499999999999999
Non-IID,40,17,1,1.0,0.9,0.9473684210526316
Non-IID,40,17,2,0.875,0.7,0.7777777777777777
Non-IID,40,17,3,0.625,1.0,0.7692307692307693
Non-IID,40,17,4,0.47619047619047616,1.0,0.6451612903225806
Non-IID,40,17,5,0.6,0.9,0.7200000000000001
Non-IID,40,17,6,1.0,0.1,0.18181818181818182
Non-IID,40,17,7,0.8333333333333334,1.0,0.9090909090909091
Non-IID,40,17,8,0.8888888888888888,0.8,0.8421052631578948
Non-IID,40,17,9,1.0,0.3,0.4615384615384615
Non-IID,40,15,0,1.0,0.6,0.7499999999999999
Non-IID,40,15,1,1.0,0.9,0.9473684210526316
Non-IID,40,15,2,0.875,0.7,0.7777777777777777
Non-IID,40,15,3,0.625,1.0,0.7692307692307693
Non-IID,40,15,4,0.47619047619047616,1.0,0.6451612903225806
Non-IID,40,15,5,0.6,0.9,0.7200000000000001
Non-IID,40,15,6,1.0,0.1,0.18181818181818182
Non-IID,40,15,7,0.8333333333333334,1.0,0.9090909090909091
Non-IID,40,15,8,0.8888888888888888,0.8,0.8421052631578948
Non-IID,40,15,9,1.0,0.3,0.4615384615384615
Non-IID,41,15,0,1.0,1.0,1.0
Non-IID,41,15,1,1.0,1.0,1.0
Non-IID,41,15,2,0.8181818181818182,0.9,0.8571428571428572
Non-IID,41,15,3,1.0,0.3,0.4615384615384615
Non-IID,41,15,4,0.6,0.9,0.7200000000000001
Non-IID,41,15,5,0.6923076923076923,0.9,0.7826086956521738
Non-IID,41,15,6,0.6666666666666666,1.0,0.8
Non-IID,41,15,7,0.5882352941176471,1.0,0.7407407407407407
Non-IID,41,15,8,1.0,0.5,0.6666666666666666
Non-IID,41,15,9,1.0,0.1,0.18181818181818182
Non-IID,41,1,0,1.0,1.0,1.0
Non-IID,41,1,1,1.0,1.0,1.0
Non-IID,41,1,2,0.8181818181818182,0.9,0.8571428571428572
Non-IID,41,1,3,1.0,0.3,0.4615384615384615
Non-IID,41,1,4,0.6,0.9,0.7200000000000001
Non-IID,41,1,5,0.6923076923076923,0.9,0.7826086956521738
Non-IID,41,1,6,0.6666666666666666,1.0,0.8
Non-IID,41,1,7,0.5882352941176471,1.0,0.7407407407407407
Non-IID,41,1,8,1.0,0.5,0.6666666666666666
Non-IID,41,1,9,1.0,0.1,0.18181818181818182
Non-IID,42,4,0,1.0,1.0,1.0
Non-IID,42,4,1,1.0,0.7,0.8235294117647058
Non-IID,42,4,2,0.8181818181818182,0.9,0.8571428571428572
Non-IID,42,4,3,0.0,0.0,0.0
Non-IID,42,4,4,0.75,0.9,0.8181818181818182
Non-IID,42,4,5,0.38461538461538464,1.0,0.5555555555555556
Non-IID,42,4,6,1.0,0.5,0.6666666666666666
Non-IID,42,4,7,0.5,1.0,0.6666666666666666
Non-IID,42,4,8,1.0,0.9,0.9473684210526316
Non-IID,42,4,9,0.0,0.0,0.0
Non-IID,42,9,0,1.0,1.0,1.0
Non-IID,42,9,1,1.0,0.7,0.8235294117647058
Non-IID,42,9,2,0.8181818181818182,0.9,0.8571428571428572
Non-IID,42,9,3,0.0,0.0,0.0
Non-IID,42,9,4,0.75,0.9,0.8181818181818182
Non-IID,42,9,5,0.38461538461538464,1.0,0.5555555555555556
Non-IID,42,9,6,1.0,0.5,0.6666666666666666
Non-IID,42,9,7,0.5,1.0,0.6666666666666666
Non-IID,42,9,8,1.0,0.9,0.9473684210526316
Non-IID,42,9,9,0.0,0.0,0.0
Non-IID,43,17,0,1.0,0.2,0.33333333333333337
Non-IID,43,17,1,1.0,0.4,0.5714285714285715
Non-IID,43,17,2,0.8,0.8,0.8000000000000002
Non-IID,43,17,3,1.0,0.2,0.33333333333333337
Non-IID,43,17,4,1.0,0.8,0.888888888888889
Non-IID,43,17,5,0.37037037037037035,1.0,0.5405405405405406
Non-IID,43,17,6,1.0,0.2,0.33333333333333337
Non-IID,43,17,7,0.5263157894736842,1.0,0.6896551724137931
Non-IID,43,17,8,0.38461538461538464,1.0,0.5555555555555556
Non-IID,43,17,9,0.0,0.0,0.0
Non-IID,43,1,0,1.0,0.2,0.33333333333333337
Non-IID,43,1,1,1.0,0.4,0.5714285714285715
Non-IID,43,1,2,0.8,0.8,0.8000000000000002
Non-IID,43,1,3,1.0,0.2,0.33333333333333337
Non-IID,43,1,4,1.0,0.8,0.888888888888889
Non-IID,43,1,5,0.37037037037037035,1.0,0.5405405405405406
Non-IID,43,1,6,1.0,0.2,0.33333333333333337
Non-IID,43,1,7,0.5263157894736842,1.0,0.6896551724137931
Non-IID,43,1,8,0.38461538461538464,1.0,0.5555555555555556
Non-IID,43,1,9,0.0,0.0,0.0
Non-IID,44,1,0,1.0,0.9,0.9473684210526316
Non-IID,44,1,1,1.0,1.0,1.0
Non-IID,44,1,2,0.5555555555555556,1.0,0.7142857142857143
Non-IID,44,1,3,1.0,0.8,0.888888888888889
Non-IID,44,1,4,0.5625,0.9,0.6923076923076923
Non-IID,44,1,5,0.6428571428571429,0.9,0.75
Non-IID,44,1,6,1.0,0.3,0.4615384615384615
Non-IID,44,1,7,0.7692307692307693,1.0,0.8695652173913044
Non-IID,44,1,8,1.0,0.9,0.9473684210526316
Non-IID,44,1,9,0.0,0.0,0.0
Non-IID,44,15,0,1.0,0.9,0.9473684210526316
Non-IID,44,15,1,1.0,1.0,1.0
Non-IID,44,15,2,0.5555555555555556,1.0,0.7142857142857143
Non-IID,44,15,3,1.0,0.8,0.888888888888889
Non-IID,44,15,4,0.5625,0.9,0.6923076923076923
Non-IID,44,15,5,0.6428571428571429,0.9,0.75
Non-IID,44,15,6,1.0,0.3,0.4615384615384615
Non-IID,44,15,7,0.7692307692307693,1.0,0.8695652173913044
Non-IID,44,15,8,1.0,0.9,0.9473684210526316
Non-IID,44,15,9,0.0,0.0,0.0
Non-IID,45,9,0,1.0,1.0,1.0
Non-IID,45,9,1,1.0,1.0,1.0
Non-IID,45,9,2,0.7142857142857143,1.0,0.8333333333333333
Non-IID,45,9,3,0.75,0.9,0.8181818181818182
Non-IID,45,9,4,0.8181818181818182,0.9,0.8571428571428572
Non-IID,45,9,5,0.9,0.9,0.9
Non-IID,45,9,6,0.8181818181818182,0.9,0.8571428571428572
Non-IID,45,9,7,0.9090909090909091,1.0,0.9523809523809523
Non-IID,45,9,8,1.0,0.4,0.5714285714285715
Non-IID,45,9,9,1.0,0.7,0.8235294117647058
Non-IID,45,5,0,1.0,1.0,1.0
Non-IID,45,5,1,1.0,1.0,1.0
Non-IID,45,5,2,0.7142857142857143,1.0,0.8333333333333333
Non-IID,45,5,3,0.75,0.9,0.8181818181818182
Non-IID,45,5,4,0.8181818181818182,0.9,0.8571428571428572
Non-IID,45,5,5,0.9,0.9,0.9
Non-IID,45,5,6,0.8181818181818182,0.9,0.8571428571428572
Non-IID,45,5,7,0.9090909090909091,1.0,0.9523809523809523
Non-IID,45,5,8,1.0,0.4,0.5714285714285715
Non-IID,45,5,9,1.0,0.7,0.8235294117647058
Non-IID,46,6,0,1.0,0.8,0.888888888888889
Non-IID,46,6,1,1.0,0.9,0.9473684210526316
Non-IID,46,6,2,1.0,0.4,0.5714285714285715
Non-IID,46,6,3,0.5882352941176471,1.0,0.7407407407407407
Non-IID,46,6,4,1.0,0.9,0.9473684210526316
Non-IID,46,6,5,1.0,0.8,0.888888888888889
Non-IID,46,6,6,0.8181818181818182,0.9,0.8571428571428572
Non-IID,46,6,7,0.5882352941176471,1.0,0.7407407407407407
Non-IID,46,6,8,0.5882352941176471,1.0,0.7407407407407407
Non-IID,46,6,9,0.0,0.0,0.0
Non-IID,46,18,0,1.0,0.8,0.888888888888889
Non-IID,46,18,1,1.0,0.9,0.9473684210526316
Non-IID,46,18,2,1.0,0.4,0.5714285714285715
Non-IID,46,18,3,0.5882352941176471,1.0,0.7407407407407407
Non-IID,46,18,4,1.0,0.9,0.9473684210526316
Non-IID,46,18,5,1.0,0.8,0.888888888888889
Non-IID,46,18,6,0.8181818181818182,0.9,0.8571428571428572
Non-IID,46,18,7,0.5882352941176471,1.0,0.7407407407407407
Non-IID,46,18,8,0.5882352941176471,1.0,0.7407407407407407
Non-IID,46,18,9,0.0,0.0,0.0
Non-IID,47,6,0,1.0,1.0,1.0
Non-IID,47,6,1,1.0,1.0,1.0
Non-IID,47,6,2,0.625,1.0,0.7692307692307693
Non-IID,47,6,3,1.0,0.4,0.5714285714285715
Non-IID,47,6,4,1.0,0.7,0.8235294117647058
Non-IID,47,6,5,0.75,0.9,0.8181818181818182
Non-IID,47,6,6,0.75,0.9,0.8181818181818182
Non-IID,47,6,7,0.625,1.0,0.7692307692307693
Non-IID,47,6,8,0.6153846153846154,0.8,0.6956521739130435
Non-IID,47,6,9,0.0,0.0,0.0
Non-IID,47,10,0,1.0,1.0,1.0
Non-IID,47,10,1,1.0,1.0,1.0
Non-IID,47,10,2,0.625,1.0,0.7692307692307693
Non-IID,47,10,3,1.0,0.4,0.5714285714285715
Non-IID,47,10,4,1.0,0.7,0.8235294117647058
Non-IID,47,10,5,0.75,0.9,0.8181818181818182
Non-IID,47,10,6,0.75,0.9,0.8181818181818182
Non-IID,47,10,7,0.625,1.0,0.7692307692307693
Non-IID,47,10,8,0.6153846153846154,0.8,0.6956521739130435
Non-IID,47,10,9,0.0,0.0,0.0
Non-IID,48,9,0,1.0,1.0,1.0
Non-IID,48,9,1,1.0,0.9,0.9473684210526316
Non-IID,48,9,2,0.9,0.9,0.9
Non-IID,48,9,3,1.0,0.2,0.33333333333333337
Non-IID,48,9,4,0.8181818181818182,0.9,0.8571428571428572
Non-IID,48,9,5,0.6923076923076923,0.9,0.7826086956521738
Non-IID,48,9,6,0.8333333333333334,1.0,0.9090909090909091
Non-IID,48,9,7,0.5882352941176471,1.0,0.7407407407407407
Non-IID,48,9,8,0.8333333333333334,1.0,0.9090909090909091
Non-IID,48,9,9,1.0,0.4,0.5714285714285715
Non-IID,48,17,0,1.0,1.0,1.0
Non-IID,48,17,1,1.0,0.9,0.9473684210526316
Non-IID,48,17,2,0.9,0.9,0.9
Non-IID,48,17,3,1.0,0.2,0.33333333333333337
Non-IID,48,17,4,0.8181818181818182,0.9,0.8571428571428572
Non-IID,48,17,5,0.6923076923076923,0.9,0.7826086956521738
Non-IID,48,17,6,0.8333333333333334,1.0,0.9090909090909091
Non-IID,48,17,7,0.5882352941176471,1.0,0.7407407407407407
Non-IID,48,17,8,0.8333333333333334,1.0,0.9090909090909091
Non-IID,48,17,9,1.0,0.4,0.5714285714285715
Non-IID,49,8,0,1.0,0.1,0.18181818181818182
Non-IID,49,8,1,1.0,0.8,0.888888888888889
Non-IID,49,8,2,0.9,0.9,0.9
Non-IID,49,8,3,1.0,0.4,0.5714285714285715
Non-IID,49,8,4,0.6923076923076923,0.9,0.7826086956521738
Non-IID,49,8,5,0.4166666666666667,1.0,0.5882352941176471
Non-IID,49,8,6,1.0,1.0,1.0
Non-IID,49,8,7,0.5555555555555556,1.0,0.7142857142857143
Non-IID,49,8,8,0.8333333333333334,1.0,0.9090909090909091
Non-IID,49,8,9,0.0,0.0,0.0
Non-IID,49,12,0,1.0,0.1,0.18181818181818182
Non-IID,49,12,1,1.0,0.8,0.888888888888889
Non-IID,49,12,2,0.9,0.9,0.9
Non-IID,49,12,3,1.0,0.4,0.5714285714285715
Non-IID,49,12,4,0.6923076923076923,0.9,0.7826086956521738
Non-IID,49,12,5,0.4166666666666667,1.0,0.5882352941176471
Non-IID,49,12,6,1.0,1.0,1.0
Non-IID,49,12,7,0.5555555555555556,1.0,0.7142857142857143
Non-IID,49,12,8,0.8333333333333334,1.0,0.9090909090909091
Non-IID,49,12,9,0.0,0.0,0.0
Non-IID,50,17,0,0.9090909090909091,1.0,0.9523809523809523
Non-IID,50,17,1,0.9090909090909091,1.0,0.9523809523809523
Non-IID,50,17,2,0.9,0.9,0.9
Non-IID,50,17,3,1.0,0.5,0.6666666666666666
Non-IID,50,17,4,0.9,0.9,0.9
Non-IID,50,17,5,0.8888888888888888,0.8,0.8421052631578948
Non-IID,50,17,6,0.8333333333333334,1.0,0.9090909090909091
Non-IID,50,17,7,0.8333333333333334,1.0,0.9090909090909091
Non-IID,50,17,8,0.7692307692307693,1.0,0.8695652173913044
Non-IID,50,17,9,1.0,0.7,0.8235294117647058
Non-IID,50,5,0,0.9090909090909091,1.0,0.9523809523809523
Non-IID,50,5,1,0.9090909090909091,1.0,0.9523809523809523
Non-IID,50,5,2,0.9,0.9,0.9
Non-IID,50,5,3,1.0,0.5,0.6666666666666666
Non-IID,50,5,4,0.9,0.9,0.9
Non-IID,50,5,5,0.8888888888888888,0.8,0.8421052631578948
Non-IID,50,5,6,0.8333333333333334,1.0,0.9090909090909091
Non-IID,50,5,7,0.8333333333333334,1.0,0.9090909090909091
Non-IID,50,5,8,0.7692307692307693,1.0,0.8695652173913044
Non-IID,50,5,9,1.0,0.7,0.8235294117647058
Non-IID,51,8,0,1.0,1.0,1.0
Non-IID,51,8,1,1.0,1.0,1.0
Non-IID,51,8,2,1.0,1.0,1.0
Non-IID,51,8,3,1.0,0.9,0.9473684210526316
Non-IID,51,8,4,1.0,0.8,0.888888888888889
Non-IID,51,8,5,0.9,0.9,0.9
Non-IID,51,8,6,0.8333333333333334,1.0,0.9090909090909091
Non-IID,51,8,7,0.9090909090909091,1.0,0.9523809523809523
Non-IID,51,8,8,1.0,1.0,1.0
Non-IID,51,8,9,0.9,0.9,0.9
Non-IID,51,3,0,1.0,1.0,1.0
Non-IID,51,3,1,1.0,1.0,1.0
Non-IID,51,3,2,1.0,1.0,1.0
Non-IID,51,3,3,1.0,0.9,0.9473684210526316
Non-IID,51,3,4,1.0,0.8,0.888888888888889
Non-IID,51,3,5,0.9,0.9,0.9
Non-IID,51,3,6,0.8333333333333334,1.0,0.9090909090909091
Non-IID,51,3,7,0.9090909090909091,1.0,0.9523809523809523
Non-IID,51,3,8,1.0,1.0,1.0
Non-IID,51,3,9,0.9,0.9,0.9
Non-IID,52,5,0,1.0,1.0,1.0
Non-IID,52,5,1,1.0,1.0,1.0
Non-IID,52,5,2,0.8181818181818182,0.9,0.8571428571428572
Non-IID,52,5,3,1.0,0.3,0.4615384615384615
Non-IID,52,5,4,1.0,0.5,0.6666666666666666
Non-IID,52,5,5,0.9,0.9,0.9
Non-IID,52,5,6,0.8181818181818182,0.9,0.8571428571428572
Non-IID,52,5,7,1.0,0.4,0.5714285714285715
Non-IID,52,5,8,0.9090909090909091,1.0,0.9523809523809523
Non-IID,52,5,9,0.4,1.0,0.5714285714285715
Non-IID,52,18,0,1.0,1.0,1.0
Non-IID,52,18,1,1.0,1.0,1.0
Non-IID,52,18,2,0.8181818181818182,0.9,0.8571428571428572
Non-IID,52,18,3,1.0,0.3,0.4615384615384615
Non-IID,52,18,4,1.0,0.5,0.6666666666666666
Non-IID,52,18,5,0.9,0.9,0.9
Non-IID,52,18,6,0.8181818181818182,0.9,0.8571428571428572
Non-IID,52,18,7,1.0,0.4,0.5714285714285715
Non-IID,52,18,8,0.9090909090909091,1.0,0.9523809523809523
Non-IID,52,18,9,0.4,1.0,0.5714285714285715
Non-IID,53,3,0,1.0,0.9,0.9473684210526316
Non-IID,53,3,1,1.0,1.0,1.0
Non-IID,53,3,2,0.9,0.9,0.9
Non-IID,53,3,3,0.5555555555555556,1.0,0.7142857142857143
Non-IID,53,3,4,0.8181818181818182,0.9,0.8571428571428572
Non-IID,53,3,5,1.0,0.5,0.6666666666666666
Non-IID,53,3,6,0.8181818181818182,0.9,0.8571428571428572
Non-IID,53,3,7,1.0,1.0,1.0
Non-IID,53,3,8,1.0,0.8,0.888888888888889
Non-IID,53,3,9,1.0,0.8,0.888888888888889
Non-IID,53,19,0,1.0,0.9,0.9473684210526316
Non-IID,53,19,1,1.0,1.0,1.0
Non-IID,53,19,2,0.9,0.9,0.9
Non-IID,53,19,3,0.5555555555555556,1.0,0.7142857142857143
Non-IID,53,19,4,0.8181818181818182,0.9,0.8571428571428572
Non-IID,53,19,5,1.0,0.5,0.6666666666666666
Non-IID,53,19,6,0.8181818181818182,0.9,0.8571428571428572
Non-IID,53,19,7,1.0,1.0,1.0
Non-IID,53,19,8,1.0,0.8,0.888888888888889
Non-IID,53,19,9,1.0,0.8,0.888888888888889
Non-IID,54,9,0,1.0,1.0,1.0
Non-IID,54,9,1,1.0,1.0,1.0
Non-IID,54,9,2,1.0,0.8,0.888888888888889
Non-IID,54,9,3,1.0,0.9,0.9473684210526316
Non-IID,54,9,4,0.7692307692307693,1.0,0.8695652173913044
Non-IID,54,9,5,0.9,0.9,0.9
Non-IID,54,9,6,0.9090909090909091,1.0,0.9523809523809523
Non-IID,54,9,7,0.7142857142857143,1.0,0.8333333333333333
Non-IID,54,9,8,0.9090909090909091,1.0,0.9523809523809523
Non-IID,54,9,9,1.0,0.4,0.5714285714285715
Non-IID,54,4,0,1.0,1.0,1.0
Non-IID,54,4,1,1.0,1.0,1.0
Non-IID,54,4,2,1.0,0.8,0.888888888888889
Non-IID,54,4,3,1.0,0.9,0.9473684210526316
Non-IID,54,4,4,0.7692307692307693,1.0,0.8695652173913044
Non-IID,54,4,5,0.9,0.9,0.9
Non-IID,54,4,6,0.9090909090909091,1.0,0.9523809523809523
Non-IID,54,4,7,0.7142857142857143,1.0,0.8333333333333333
Non-IID,54,4,8,0.9090909090909091,1.0,0.9523809523809523
Non-IID,54,4,9,1.0,0.4,0.5714285714285715
Non-IID,55,5,0,1.0,0.9,0.9473684210526316
Non-IID,55,5,1,1.0,1.0,1.0
Non-IID,55,5,2,1.0,1.0,1.0
Non-IID,55,5,3,0.75,0.9,0.8181818181818182
Non-IID,55,5,4,0.8181818181818182,0.9,0.8571428571428572
Non-IID,55,5,5,0.9,0.9,0.9
Non-IID,55,5,6,0.8333333333333334,1.0,0.9090909090909091
Non-IID,55,5,7,1.0,1.0,1.0
Non-IID,55,5,8,1.0,0.8,0.888888888888889
Non-IID,55,5,9,1.0,0.8,0.888888888888889
Non-IID,55,13,0,1.0,0.9,0.9473684210526316
Non-IID,55,13,1,1.0,1.0,1.0
Non-IID,55,13,2,1.0,1.0,1.0
Non-IID,55,13,3,0.75,0.9,0.8181818181818182
Non-IID,55,13,4,0.8181818181818182,0.9,0.8571428571428572
Non-IID,55,13,5,0.9,0.9,0.9
Non-IID,55,13,6,0.8333333333333334,1.0,0.9090909090909091
Non-IID,55,13,7,1.0,1.0,1.0
Non-IID,55,13,8,1.0,0.8,0.888888888888889
Non-IID,55,13,9,1.0,0.8,0.888888888888889
Non-IID,56,3,0,1.0,0.9,0.9473684210526316
Non-IID,56,3,1,1.0,1.0,1.0
Non-IID,56,3,2,0.5882352941176471,1.0,0.7407407407407407
Non-IID,56,3,3,0.0,0.0,0.0
Non-IID,56,3,4,0.8181818181818182,0.9,0.8571428571428572
Non-IID,56,3,5,0.5294117647058824,0.9,0.6666666666666667
Non-IID,56,3,6,0.9,0.9,0.9
Non-IID,56,3,7,0.625,1.0,0.7692307692307693
Non-IID,56,3,8,0.9,0.9,0.9
Non-IID,56,3,9,0.0,0.0,0.0
Non-IID,56,15,0,1.0,0.9,0.9473684210526316
Non-IID,56,15,1,1.0,1.0,1.0
Non-IID,56,15,2,0.5882352941176471,1.0,0.7407407407407407
Non-IID,56,15,3,0.0,0.0,0.0
Non-IID,56,15,4,0.8181818181818182,0.9,0.8571428571428572
Non-IID,56,15,5,0.5294117647058824,0.9,0.6666666666666667
Non-IID,56,15,6,0.9,0.9,0.9
Non-IID,56,15,7,0.625,1.0,0.7692307692307693
Non-IID,56,15,8,0.9,0.9,0.9
Non-IID,56,15,9,0.0,0.0,0.0
Non-IID,57,15,0,1.0,0.7,0.8235294117647058
Non-IID,57,15,1,1.0,1.0,1.0
Non-IID,57,15,2,1.0,0.7,0.8235294117647058
Non-IID,57,15,3,0.875,0.7,0.7777777777777777
Non-IID,57,15,4,0.5882352941176471,1.0,0.7407407407407407
Non-IID,57,15,5,0.6,0.9,0.7200000000000001
Non-IID,57,15,6,1.0,0.9,0.9473684210526316
Non-IID,57,15,7,0.625,1.0,0.7692307692307693
Non-IID,57,15,8,1.0,0.8,0.888888888888889
Non-IID,57,15,9,1.0,0.3,0.4615384615384615
Non-IID,57,10,0,1.0,0.7,0.8235294117647058
Non-IID,57,10,1,1.0,1.0,1.0
Non-IID,57,10,2,1.0,0.7,0.8235294117647058
Non-IID,57,10,3,0.875,0.7,0.7777777777777777
Non-IID,57,10,4,0.5882352941176471,1.0,0.7407407407407407
Non-IID,57,10,5,0.6,0.9,0.7200000000000001
Non-IID,57,10,6,1.0,0.9,0.9473684210526316
Non-IID,57,10,7,0.625,1.0,0.7692307692307693
Non-IID,57,10,8,1.0,0.8,0.888888888888889
Non-IID,57,10,9,1.0,0.3,0.4615384615384615
Non-IID,58,4,0,1.0,1.0,1.0
Non-IID,58,4,1,1.0,1.0,1.0
Non-IID,58,4,2,0.9090909090909091,1.0,0.9523809523809523
Non-IID,58,4,3,0.0,0.0,0.0
Non-IID,58,4,4,1.0,0.8,0.888888888888889
Non-IID,58,4,5,0.45,0.9,0.6
Non-IID,58,4,6,0.8333333333333334,1.0,0.9090909090909091
Non-IID,58,4,7,1.0,1.0,1.0
Non-IID,58,4,8,1.0,1.0,1.0
Non-IID,58,4,9,1.0,0.9,0.9473684210526316
Non-IID,58,15,0,1.0,1.0,1.0
Non-IID,58,15,1,1.0,1.0,1.0
Non-IID,58,15,2,0.9090909090909091,1.0,0.9523809523809523
Non-IID,58,15,3,0.0,0.0,0.0
Non-IID,58,15,4,1.0,0.8,0.888888888888889
Non-IID,58,15,5,0.45,0.9,0.6
Non-IID,58,15,6,0.8333333333333334,1.0,0.9090909090909091
Non-IID,58,15,7,1.0,1.0,1.0
Non-IID,58,15,8,1.0,1.0,1.0
Non-IID,58,15,9,1.0,0.9,0.9473684210526316
Non-IID,59,6,0,1.0,0.9,0.9473684210526316
Non-IID,59,6,1,1.0,1.0,1.0
Non-IID,59,6,2,0.9,0.9,0.9
Non-IID,59,6,3,0.7142857142857143,1.0,0.8333333333333333
Non-IID,59,6,4,0.5263157894736842,1.0,0.6896551724137931
Non-IID,59,6,5,1.0,0.7,0.8235294117647058
Non-IID,59,6,6,0.9090909090909091,1.0,0.9523809523809523
Non-IID,59,6,7,0.8333333333333334,1.0,0.9090909090909091
Non-IID,59,6,8,1.0,0.4,0.5714285714285715
Non-IID,59,6,9,1.0,0.4,0.5714285714285715
Non-IID,59,9,0,1.0,0.9,0.9473684210526316
Non-IID,59,9,1,1.0,1.0,1.0
Non-IID,59,9,2,0.9,0.9,0.9
Non-IID,59,9,3,0.7142857142857143,1.0,0.8333333333333333
Non-IID,59,9,4,0.5263157894736842,1.0,0.6896551724137931
Non-IID,59,9,5,1.0,0.7,0.8235294117647058
Non-IID,59,9,6,0.9090909090909091,1.0,0.9523809523809523
Non-IID,59,9,7,0.8333333333333334,1.0,0.9090909090909091
Non-IID,59,9,8,1.0,0.4,0.5714285714285715
Non-IID,59,9,9,1.0,0.4,0.5714285714285715
Non-IID,60,7,0,1.0,0.8,0.888888888888889
Non-IID,60,7,1,1.0,1.0,1.0
Non-IID,60,7,2,0.8333333333333334,1.0,0.9090909090909091
Non-IID,60,7,3,1.0,0.2,0.33333333333333337
Non-IID,60,7,4,0.7692307692307693,1.0,0.8695652173913044
Non-IID,60,7,5,0.5625,0.9,0.6923076923076923
Non-IID,60,7,6,0.9090909090909091,1.0,0.9523809523809523
Non-IID,60,7,7,0.9090909090909091,1.0,0.9523809523809523
Non-IID,60,7,8,0.9090909090909091,1.0,0.9523809523809523
Non-IID,60,7,9,1.0,0.6,0.7499999999999999
Non-IID,60,13,0,1.0,0.8,0.888888888888889
Non-IID,60,13,1,1.0,1.0,1.0
Non-IID,60,13,2,0.8333333333333334,1.0,0.9090909090909091
Non-IID,60,13,3,1.0,0.2,0.33333333333333337
Non-IID,60,13,4,0.7692307692307693,1.0,0.8695652173913044
Non-IID,60,13,5,0.5625,0.9,0.6923076923076923
Non-IID,60,13,6,0.9090909090909091,1.0,0.9523809523809523
Non-IID,60,13,7,0.9090909090909091,1.0,0.9523809523809523
Non-IID,60,13,8,0.9090909090909091,1.0,0.9523809523809523
Non-IID,60,13,9,1.0,0.6,0.7499999999999999
Non-IID,61,19,0,1.0,1.0,1.0
Non-IID,61,19,1,1.0,1.0,1.0
Non-IID,61,19,2,1.0,0.9,0.9473684210526316
Non-IID,61,19,3,1.0,0.2,0.33333333333333337
Non-IID,61,19,4,1.0,0.7,0.8235294117647058
Non-IID,61,19,5,0.9,0.9,0.9
Non-IID,61,19,6,0.8333333333333334,1.0,0.9090909090909091
Non-IID,61,19,7,1.0,1.0,1.0
Non-IID,61,19,8,0.4166666666666667,1.0,0.5882352941176471
Non-IID,61,19,9,1.0,0.6,0.7499999999999999
Non-IID,61,14,0,1.0,1.0,1.0
Non-IID,61,14,1,1.0,1.0,1.0
Non-IID,61,14,2,1.0,0.9,0.9473684210526316
Non-IID,61,14,3,1.0,0.2,0.33333333333333337
Non-IID,61,14,4,1.0,0.7,0.8235294117647058
Non-IID,61,14,5,0.9,0.9,0.9
Non-IID,61,14,6,0.8333333333333334,1.0,0.9090909090909091
Non-IID,61,14,7,1.0,1.0,1.0
Non-IID,61,14,8,0.4166666666666667,1.0,0.5882352941176471
Non-IID,61,14,9,1.0,0.6,0.7499999999999999
Non-IID,62,10,0,1.0,1.0,1.0
Non-IID,62,10,1,0.9090909090909091,1.0,0.9523809523809523
Non-IID,62,10,2,0.9090909090909091,1.0,0.9523809523809523
Non-IID,62,10,3,0.9,0.9,0.9
Non-IID,62,10,4,1.0,0.9,0.9473684210526316
Non-IID,62,10,5,1.0,0.8,0.888888888888889
