scenario,round,client_id,class,precision,recall,f1
Non-IID,189,17,2,0.9090909090909091,1.0,0.9523809523809523
Non-IID,189,17,3,1.0,1.0,1.0
Non-IID,189,17,4,0.7142857142857143,1.0,0.8333333333333333
Non-IID,189,17,5,1.0,0.9,0.9473684210526316
Non-IID,189,17,6,1.0,1.0,1.0
Non-IID,189,17,7,1.0,1.0,1.0
Non-IID,189,17,8,1.0,0.9,0.9473684210526316
Non-IID,189,17,9,1.0,0.7,0.8235294117647058
Non-IID,190,18,0,1.0,1.0,1.0
Non-IID,190,18,1,1.0,1.0,1.0
Non-IID,190,18,2,1.0,1.0,1.0
Non-IID,190,18,3,1.0,1.0,1.0
Non-IID,190,18,4,0.7142857142857143,1.0,0.8333333333333333
Non-IID,190,18,5,1.0,0.9,0.9473684210526316
Non-IID,190,18,6,1.0,1.0,1.0
Non-IID,190,18,7,0.8333333333333334,1.0,0.9090909090909091
Non-IID,190,18,8,0.9090909090909091,1.0,0.9523809523809523
Non-IID,190,18,9,1.0,0.4,0.5714285714285715
Non-IID,190,19,0,1.0,1.0,1.0
Non-IID,190,19,1,1.0,1.0,1.0
Non-IID,190,19,2,1.0,1.0,1.0
Non-IID,190,19,3,1.0,1.0,1.0
Non-IID,190,19,4,0.7142857142857143,1.0,0.8333333333333333
Non-IID,190,19,5,1.0,0.9,0.9473684210526316
Non-IID,190,19,6,1.0,1.0,1.0
Non-IID,190,19,7,0.8333333333333334,1.0,0.9090909090909091
Non-IID,190,19,8,0.9090909090909091,1.0,0.9523809523809523
Non-IID,190,19,9,1.0,0.4,0.5714285714285715
Non-IID,191,2,0,1.0,1.0,1.0
Non-IID,191,2,1,1.0,1.0,1.0
Non-IID,191,2,2,1.0,1.0,1.0
Non-IID,191,2,3,1.0,1.0,1.0
Non-IID,191,2,4,1.0,0.8,0.888888888888889
Non-IID,191,2,5,1.0,0.9,0.9473684210526316
Non-IID,191,2,6,1.0,1.0,1.0
Non-IID,191,2,7,1.0,1.0,1.0
Non-IID,191,2,8,1.0,1.0,1.0
Non-IID,191,2,9,0.7692307692307693,1.0,0.8695652173913044
Non-IID,191,8,0,1.0,1.0,1.0
Non-IID,191,8,1,1.0,1.0,1.0
Non-IID,191,8,2,1.0,1.0,1.0
Non-IID,191,8,3,1.0,1.0,1.0
Non-IID,191,8,4,1.0,0.8,0.888888888888889
Non-IID,191,8,5,1.0,0.9,0.9473684210526316
Non-IID,191,8,6,1.0,1.0,1.0
Non-IID,191,8,7,1.0,1.0,1.0
Non-IID,191,8,8,1.0,1.0,1.0
Non-IID,191,8,9,0.7692307692307693,1.0,0.8695652173913044
Non-IID,192,8,0,1.0,1.0,1.0
Non-IID,192,8,1,1.0,1.0,1.0
Non-IID,192,8,2,1.0,1.0,1.0
Non-IID,192,8,3,1.0,1.0,1.0
Non-IID,192,8,4,1.0,1.0,1.0
Non-IID,192,8,5,1.0,1.0,1.0
Non-IID,192,8,6,1.0,1.0,1.0
Non-IID,192,8,7,1.0,1.0,1.0
Non-IID,192,8,8,1.0,1.0,1.0
Non-IID,192,8,9,1.0,1.0,1.0
Non-IID,192,7,0,1.0,1.0,1.0
Non-IID,192,7,1,1.0,1.0,1.0
Non-IID,192,7,2,1.0,1.0,1.0
Non-IID,192,7,3,1.0,1.0,1.0
Non-IID,192,7,4,1.0,1.0,1.0
Non-IID,192,7,5,1.0,1.0,1.0
Non-IID,192,7,6,1.0,1.0,1.0
Non-IID,192,7,7,1.0,1.0,1.0
Non-IID,192,7,8,1.0,1.0,1.0
Non-IID,192,7,9,1.0,1.0,1.0
Non-IID,193,11,0,1.0,1.0,1.0
Non-IID,193,11,1,1.0,1.0,1.0
Non-IID,193,11,2,1.0,1.0,1.0
Non-IID,193,11,3,1.0,1.0,1.0
Non-IID,193,11,4,1.0,0.8,0.888888888888889
Non-IID,193,11,5,1.0,1.0,1.0
Non-IID,193,11,6,1.0,1.0,1.0
Non-IID,193,11,7,1.0,1.0,1.0
Non-IID,193,11,8,1.0,1.0,1.0
Non-IID,193,11,9,0.8333333333333334,1.0,0.9090909090909091
Non-IID,193,7,0,1.0,1.0,1.0
Non-IID,193,7,1,1.0,1.0,1.0
Non-IID,193,7,2,1.0,1.0,1.0
Non-IID,193,7,3,1.0,1.0,1.0
Non-IID,193,7,4,1.0,0.8,0.888888888888889
Non-IID,193,7,5,1.0,1.0,1.0
Non-IID,193,7,6,1.0,1.0,1.0
Non-IID,193,7,7,1.0,1.0,1.0
Non-IID,193,7,8,1.0,1.0,1.0
Non-IID,193,7,9,0.8333333333333334,1.0,0.9090909090909091
Non-IID,194,10,0,1.0,1.0,1.0
Non-IID,194,10,1,1.0,1.0,1.0
Non-IID,194,10,2,0.9090909090909091,1.0,0.9523809523809523
Non-IID,194,10,3,1.0,0.9,0.9473684210526316
Non-IID,194,10,4,0.625,1.0,0.7692307692307693
Non-IID,194,10,5,1.0,0.9,0.9473684210526316
Non-IID,194,10,6,0.9090909090909091,1.0,0.9523809523809523
Non-IID,194,10,7,1.0,1.0,1.0
Non-IID,194,10,8,0.9090909090909091,1.0,0.9523809523809523
Non-IID,194,10,9,1.0,0.3,0.4615384615384615
Non-IID,194,13,0,1.0,1.0,1.0
Non-IID,194,13,1,1.0,1.0,1.0
Non-IID,194,13,2,0.9090909090909091,1.0,0.9523809523809523
Non-IID,194,13,3,1.0,0.9,0.9473684210526316
Non-IID,194,13,4,0.625,1.0,0.7692307692307693
Non-IID,194,13,5,1.0,0.9,0.9473684210526316
Non-IID,194,13,6,0.9090909090909091,1.0,0.9523809523809523
Non-IID,194,13,7,1.0,1.0,1.0
Non-IID,194,13,8,0.9090909090909091,1.0,0.9523809523809523
Non-IID,194,13,9,1.0,0.3,0.4615384615384615
Non-IID,195,6,0,1.0,1.0,1.0
Non-IID,195,6,1,1.0,1.0,1.0
Non-IID,195,6,2,1.0,1.0,1.0
Non-IID,195,6,3,1.0,1.0,1.0
Non-IID,195,6,4,0.7692307692307693,1.0,0.8695652173913044
Non-IID,195,6,5,1.0,1.0,1.0
Non-IID,195,6,6,1.0,1.0,1.0
Non-IID,195,6,7,0.7142857142857143,1.0,0.8333333333333333
Non-IID,195,6,8,0.9090909090909091,1.0,0.9523809523809523
Non-IID,195,6,9,1.0,0.2,0.33333333333333337
Non-IID,195,5,0,1.0,1.0,1.0
Non-IID,195,5,1,1.0,1.0,1.0
Non-IID,195,5,2,1.0,1.0,1.0
Non-IID,195,5,3,1.0,1.0,1.0
Non-IID,195,5,4,0.7692307692307693,1.0,0.8695652173913044
Non-IID,195,5,5,1.0,1.0,1.0
Non-IID,195,5,6,1.0,1.0,1.0
Non-IID,195,5,7,0.7142857142857143,1.0,0.8333333333333333
Non-IID,195,5,8,0.9090909090909091,1.0,0.9523809523809523
Non-IID,195,5,9,1.0,0.2,0.33333333333333337
Non-IID,196,16,0,1.0,1.0,1.0
Non-IID,196,16,1,1.0,1.0,1.0
Non-IID,196,16,2,1.0,1.0,1.0
Non-IID,196,16,3,0.8333333333333334,1.0,0.9090909090909091
Non-IID,196,16,4,1.0,1.0,1.0
Non-IID,196,16,5,1.0,0.9,0.9473684210526316
Non-IID,196,16,6,1.0,1.0,1.0
Non-IID,196,16,7,1.0,1.0,1.0
Non-IID,196,16,8,1.0,0.9,0.9473684210526316
Non-IID,196,16,9,1.0,1.0,1.0
Non-IID,196,9,0,1.0,1.0,1.0
Non-IID,196,9,1,1.0,1.0,1.0
Non-IID,196,9,2,1.0,1.0,1.0
Non-IID,196,9,3,0.8333333333333334,1.0,0.9090909090909091
Non-IID,196,9,4,1.0,1.0,1.0
Non-IID,196,9,5,1.0,0.9,0.9473684210526316
Non-IID,196,9,6,1.0,1.0,1.0
Non-IID,196,9,7,1.0,1.0,1.0
Non-IID,196,9,8,1.0,0.9,0.9473684210526316
Non-IID,196,9,9,1.0,1.0,1.0
Non-IID,197,3,0,1.0,1.0,1.0
Non-IID,197,3,1,1.0,1.0,1.0
Non-IID,197,3,2,1.0,1.0,1.0
Non-IID,197,3,3,1.0,1.0,1.0
Non-IID,197,3,4,1.0,1.0,1.0
Non-IID,197,3,5,1.0,0.9,0.9473684210526316
Non-IID,197,3,6,0.9090909090909091,1.0,0.9523809523809523
Non-IID,197,3,7,1.0,1.0,1.0
Non-IID,197,3,8,1.0,1.0,1.0
Non-IID,197,3,9,1.0,1.0,1.0
Non-IID,197,15,0,1.0,1.0,1.0
Non-IID,197,15,1,1.0,1.0,1.0
Non-IID,197,15,2,1.0,1.0,1.0
Non-IID,197,15,3,1.0,1.0,1.0
Non-IID,197,15,4,1.0,1.0,1.0
Non-IID,197,15,5,1.0,0.9,0.9473684210526316
Non-IID,197,15,6,0.9090909090909091,1.0,0.9523809523809523
Non-IID,197,15,7,1.0,1.0,1.0
Non-IID,197,15,8,1.0,1.0,1.0
Non-IID,197,15,9,1.0,1.0,1.0
Non-IID,198,1,0,1.0,1.0,1.0
Non-IID,198,1,1,1.0,1.0,1.0
Non-IID,198,1,2,1.0,1.0,1.0
Non-IID,198,1,3,1.0,1.0,1.0
Non-IID,198,1,4,1.0,1.0,1.0
Non-IID,198,1,5,1.0,1.0,1.0
Non-IID,198,1,6,1.0,1.0,1.0
Non-IID,198,1,7,1.0,1.0,1.0
Non-IID,198,1,8,1.0,1.0,1.0
Non-IID,198,1,9,1.0,1.0,1.0
Non-IID,198,8,0,1.0,1.0,1.0
Non-IID,198,8,1,1.0,1.0,1.0
Non-IID,198,8,2,1.0,1.0,1.0
Non-IID,198,8,3,1.0,1.0,1.0
Non-IID,198,8,4,1.0,1.0,1.0
Non-IID,198,8,5,1.0,1.0,1.0
Non-IID,198,8,6,1.0,1.0,1.0
Non-IID,198,8,7,1.0,1.0,1.0
Non-IID,198,8,8,1.0,1.0,1.0
Non-IID,198,8,9,1.0,1.0,1.0
Non-IID,199,10,0,1.0,1.0,1.0
Non-IID,199,10,1,1.0,1.0,1.0
Non-IID,199,10,2,1.0,1.0,1.0
Non-IID,199,10,3,1.0,1.0,1.0
Non-IID,199,10,4,0.6666666666666666,1.0,0.8
Non-IID,199,10,5,1.0,0.9,0.9473684210526316
Non-IID,199,10,6,1.0,1.0,1.0
Non-IID,199,10,7,1.0,1.0,1.0
Non-IID,199,10,8,0.8333333333333334,1.0,0.9090909090909091
Non-IID,199,10,9,1.0,0.4,0.5714285714285715
Non-IID,199,3,0,1.0,1.0,1.0
Non-IID,199,3,1,1.0,1.0,1.0
Non-IID,199,3,2,1.0,1.0,1.0
Non-IID,199,3,3,1.0,1.0,1.0
Non-IID,199,3,4,0.6666666666666666,1.0,0.8
Non-IID,199,3,5,1.0,0.9,0.9473684210526316
Non-IID,199,3,6,1.0,1.0,1.0
Non-IID,199,3,7,1.0,1.0,1.0
Non-IID,199,3,8,0.8333333333333334,1.0,0.9090909090909091
Non-IID,199,3,9,1.0,0.4,0.5714285714285715
Non-IID,200,19,0,1.0,1.0,1.0
Non-IID,200,19,1,1.0,1.0,1.0
Non-IID,200,19,2,1.0,1.0,1.0
Non-IID,200,19,3,1.0,1.0,1.0
Non-IID,200,19,4,1.0,1.0,1.0
Non-IID,200,19,5,1.0,0.9,0.9473684210526316
Non-IID,200,19,6,0.9090909090909091,1.0,0.9523809523809523
Non-IID,200,19,7,1.0,1.0,1.0
Non-IID,200,19,8,1.0,1.0,1.0
Non-IID,200,19,9,1.0,1.0,1.0
Non-IID,200,9,0,1.0,1.0,1.0
Non-IID,200,9,1,1.0,1.0,1.0
Non-IID,200,9,2,1.0,1.0,1.0
Non-IID,200,9,3,1.0,1.0,1.0
Non-IID,200,9,4,1.0,1.0,1.0
Non-IID,200,9,5,1.0,0.9,0.9473684210526316
Non-IID,200,9,6,0.9090909090909091,1.0,0.9523809523809523
Non-IID,200,9,7,1.0,1.0,1.0
Non-IID,200,9,8,1.0,1.0,1.0
Non-IID,200,9,9,1.0,1.0,1.0
Non-IID,201,12,0,0.9090909090909091,1.0,0.9523809523809523
Non-IID,201,12,1,1.0,1.0,1.0
Non-IID,201,12,2,1.0,1.0,1.0
Non-IID,201,12,3,1.0,1.0,1.0
Non-IID,201,12,4,1.0,0.9,0.9473684210526316
Non-IID,201,12,5,1.0,1.0,1.0
Non-IID,201,12,6,1.0,1.0,1.0
Non-IID,201,12,7,1.0,1.0,1.0
Non-IID,201,12,8,1.0,1.0,1.0
Non-IID,201,12,9,1.0,1.0,1.0
Non-IID,201,16,0,0.9090909090909091,1.0,0.9523809523809523
Non-IID,201,16,1,1.0,1.0,1.0
Non-IID,201,16,2,1.0,1.0,1.0
Non-IID,201,16,3,1.0,1.0,1.0
Non-IID,201,16,4,1.0,0.9,0.9473684210526316
Non-IID,201,16,5,1.0,1.0,1.0
Non-IID,201,16,6,1.0,1.0,1.0
Non-IID,201,16,7,1.0,1.0,1.0
Non-IID,201,16,8,1.0,1.0,1.0
Non-IID,201,16,9,1.0,1.0,1.0
Non-IID,202,8,0,1.0,1.0,1.0
Non-IID,202,8,1,1.0,1.0,1.0
Non-IID,202,8,2,1.0,1.0,1.0
Non-IID,202,8,3,1.0,1.0,1.0
Non-IID,202,8,4,1.0,1.0,1.0
Non-IID,202,8,5,1.0,1.0,1.0
Non-IID,202,8,6,1.0,1.0,1.0
Non-IID,202,8,7,1.0,1.0,1.0
Non-IID,202,8,8,1.0,1.0,1.0
Non-IID,202,8,9,1.0,1.0,1.0
Non-IID,202,19,0,1.0,1.0,1.0
Non-IID,202,19,1,1.0,1.0,1.0
Non-IID,202,19,2,1.0,1.0,1.0
Non-IID,202,19,3,1.0,1.0,1.0
Non-IID,202,19,4,1.0,1.0,1.0
Non-IID,202,19,5,1.0,1.0,1.0
Non-IID,202,19,6,1.0,1.0,1.0
Non-IID,202,19,7,1.0,1.0,1.0
Non-IID,202,19,8,1.0,1.0,1.0
Non-IID,202,19,9,1.0,1.0,1.0
Non-IID,203,8,0,1.0,0.6,0.7499999999999999
Non-IID,203,8,1,1.0,1.0,1.0
Non-IID,203,8,2,0.7692307692307693,1.0,0.8695652173913044
Non-IID,203,8,3,1.0,1.0,1.0
Non-IID,203,8,4,1.0,1.0,1.0
Non-IID,203,8,5,0.625,1.0,0.7692307692307693
Non-IID,203,8,6,1.0,0.7,0.8235294117647058
Non-IID,203,8,7,0.9090909090909091,1.0,0.9523809523809523
Non-IID,203,8,8,1.0,0.9,0.9473684210526316
Non-IID,203,8,9,1.0,0.8,0.888888888888889
Non-IID,203,17,0,1.0,0.6,0.7499999999999999
Non-IID,203,17,1,1.0,1.0,1.0
Non-IID,203,17,2,0.7692307692307693,1.0,0.8695652173913044
Non-IID,203,17,3,1.0,1.0,1.0
Non-IID,203,17,4,1.0,1.0,1.0
Non-IID,203,17,5,0.625,1.0,0.7692307692307693
Non-IID,203,17,6,1.0,0.7,0.8235294117647058
Non-IID,203,17,7,0.9090909090909091,1.0,0.9523809523809523
Non-IID,203,17,8,1.0,0.9,0.9473684210526316
Non-IID,203,17,9,1.0,0.8,0.888888888888889
Non-IID,204,11,0,0.9090909090909091,1.0,0.9523809523809523
Non-IID,204,11,1,1.0,1.0,1.0
Non-IID,204,11,2,1.0,1.0,1.0
Non-IID,204,11,3,1.0,1.0,1.0
Non-IID,204,11,4,1.0,0.9,0.9473684210526316
Non-IID,204,11,5,1.0,1.0,1.0
Non-IID,204,11,6,1.0,1.0,1.0
Non-IID,204,11,7,1.0,1.0,1.0
Non-IID,204,11,8,1.0,1.0,1.0
Non-IID,204,11,9,1.0,1.0,1.0
Non-IID,204,8,0,0.9090909090909091,1.0,0.9523809523809523
Non-IID,204,8,1,1.0,1.0,1.0
Non-IID,204,8,2,1.0,1.0,1.0
Non-IID,204,8,3,1.0,1.0,1.0
Non-IID,204,8,4,1.0,0.9,0.9473684210526316
Non-IID,204,8,5,1.0,1.0,1.0
Non-IID,204,8,6,1.0,1.0,1.0
Non-IID,204,8,7,1.0,1.0,1.0
Non-IID,204,8,8,1.0,1.0,1.0
Non-IID,204,8,9,1.0,1.0,1.0
Non-IID,205,13,0,1.0,0.9,0.9473684210526316
Non-IID,205,13,1,1.0,1.0,1.0
Non-IID,205,13,2,1.0,1.0,1.0
Non-IID,205,13,3,0.9090909090909091,1.0,0.9523809523809523
Non-IID,205,13,4,1.0,1.0,1.0
Non-IID,205,13,5,1.0,0.9,0.9473684210526316
Non-IID,205,13,6,1.0,1.0,1.0
Non-IID,205,13,7,1.0,1.0,1.0
Non-IID,205,13,8,1.0,1.0,1.0
Non-IID,205,13,9,0.9090909090909091,1.0,0.9523809523809523
Non-IID,205,18,0,1.0,0.9,0.9473684210526316
Non-IID,205,18,1,1.0,1.0,1.0
Non-IID,205,18,2,1.0,1.0,1.0
Non-IID,205,18,3,0.9090909090909091,1.0,0.9523809523809523
Non-IID,205,18,4,1.0,1.0,1.0
Non-IID,205,18,5,1.0,0.9,0.9473684210526316
Non-IID,205,18,6,1.0,1.0,1.0
Non-IID,205,18,7,1.0,1.0,1.0
Non-IID,205,18,8,1.0,1.0,1.0
Non-IID,205,18,9,0.9090909090909091,1.0,0.9523809523809523
Non-IID,206,8,0,1.0,1.0,1.0
Non-IID,206,8,1,1.0,1.0,1.0
Non-IID,206,8,2,1.0,1.0,1.0
Non-IID,206,8,3,1.0,1.0,1.0
Non-IID,206,8,4,1.0,1.0,1.0
Non-IID,206,8,5,1.0,1.0,1.0
Non-IID,206,8,6,1.0,1.0,1.0
Non-IID,206,8,7,1.0,1.0,1.0
Non-IID,206,8,8,1.0,1.0,1.0
Non-IID,206,8,9,1.0,1.0,1.0
Non-IID,206,19,0,1.0,1.0,1.0
Non-IID,206,19,1,1.0,1.0,1.0
Non-IID,206,19,2,1.0,1.0,1.0
Non-IID,206,19,3,1.0,1.0,1.0
Non-IID,206,19,4,1.0,1.0,1.0
Non-IID,206,19,5,1.0,1.0,1.0
Non-IID,206,19,6,1.0,1.0,1.0
Non-IID,206,19,7,1.0,1.0,1.0
Non-IID,206,19,8,1.0,1.0,1.0
Non-IID,206,19,9,1.0,1.0,1.0
Non-IID,207,17,0,1.0,1.0,1.0
Non-IID,207,17,1,1.0,1.0,1.0
Non-IID,207,17,2,1.0,1.0,1.0
Non-IID,207,17,3,1.0,1.0,1.0
Non-IID,207,17,4,1.0,1.0,1.0
Non-IID,207,17,5,1.0,1.0,1.0
Non-IID,207,17,6,1.0,1.0,1.0
Non-IID,207,17,7,0.9090909090909091,1.0,0.9523809523809523
Non-IID,207,17,8,0.8333333333333334,1.0,0.9090909090909091
Non-IID,207,17,9,1.0,0.7,0.8235294117647058
Non-IID,207,14,0,1.0,1.0,1.0
Non-IID,207,14,1,1.0,1.0,1.0
Non-IID,207,14,2,1.0,1.0,1.0
Non-IID,207,14,3,1.0,1.0,1.0
Non-IID,207,14,4,1.0,1.0,1.0
Non-IID,207,14,5,1.0,1.0,1.0
Non-IID,207,14,6,1.0,1.0,1.0
Non-IID,207,14,7,0.9090909090909091,1.0,0.9523809523809523
Non-IID,207,14,8,0.8333333333333334,1.0,0.9090909090909091
Non-IID,207,14,9,1.0,0.7,0.8235294117647058
Non-IID,208,17,0,1.0,1.0,1.0
Non-IID,208,17,1,1.0,1.0,1.0
Non-IID,208,17,2,1.0,1.0,1.0
Non-IID,208,17,3,1.0,1.0,1.0
Non-IID,208,17,4,1.0,1.0,1.0
Non-IID,208,17,5,1.0,1.0,1.0
Non-IID,208,17,6,1.0,1.0,1.0
Non-IID,208,17,7,0.9090909090909091,1.0,0.9523809523809523
Non-IID,208,17,8,1.0,1.0,1.0
Non-IID,208,17,9,1.0,0.9,0.9473684210526316
Non-IID,208,8,0,1.0,1.0,1.0
Non-IID,208,8,1,1.0,1.0,1.0
Non-IID,208,8,2,1.0,1.0,1.0
Non-IID,208,8,3,1.0,1.0,1.0
Non-IID,208,8,4,1.0,1.0,1.0
Non-IID,208,8,5,1.0,1.0,1.0
Non-IID,208,8,6,1.0,1.0,1.0
Non-IID,208,8,7,0.9090909090909091,1.0,0.9523809523809523
Non-IID,208,8,8,1.0,1.0,1.0
Non-IID,208,8,9,1.0,0.9,0.9473684210526316
Non-IID,209,7,0,1.0,1.0,1.0
Non-IID,209,7,1,1.0,1.0,1.0
Non-IID,209,7,2,1.0,1.0,1.0
Non-IID,209,7,3,1.0,1.0,1.0
Non-IID,209,7,4,1.0,1.0,1.0
Non-IID,209,7,5,1.0,1.0,1.0
Non-IID,209,7,6,1.0,1.0,1.0
Non-IID,209,7,7,1.0,1.0,1.0
Non-IID,209,7,8,1.0,1.0,1.0
Non-IID,209,7,9,1.0,1.0,1.0
Non-IID,209,9,0,1.0,1.0,1.0
Non-IID,209,9,1,1.0,1.0,1.0
Non-IID,209,9,2,1.0,1.0,1.0
Non-IID,209,9,3,1.0,1.0,1.0
Non-IID,209,9,4,1.0,1.0,1.0
Non-IID,209,9,5,1.0,1.0,1.0
Non-IID,209,9,6,1.0,1.0,1.0
Non-IID,209,9,7,1.0,1.0,1.0
Non-IID,209,9,8,1.0,1.0,1.0
Non-IID,209,9,9,1.0,1.0,1.0
Non-IID,210,14,0,1.0,0.9,0.9473684210526316
Non-IID,210,14,1,1.0,1.0,1.0
Non-IID,210,14,2,1.0,1.0,1.0
Non-IID,210,14,3,1.0,1.0,1.0
Non-IID,210,14,4,1.0,0.7,0.8235294117647058
Non-IID,210,14,5,1.0,0.9,0.9473684210526316
Non-IID,210,14,6,1.0,1.0,1.0
Non-IID,210,14,7,1.0,1.0,1.0
Non-IID,210,14,8,1.0,1.0,1.0
Non-IID,210,14,9,0.6666666666666666,1.0,0.8
Non-IID,210,4,0,1.0,0.9,0.9473684210526316
Non-IID,210,4,1,1.0,1.0,1.0
Non-IID,210,4,2,1.0,1.0,1.0
Non-IID,210,4,3,1.0,1.0,1.0
Non-IID,210,4,4,1.0,0.7,0.8235294117647058
Non-IID,210,4,5,1.0,0.9,0.9473684210526316
Non-IID,210,4,6,1.0,1.0,1.0
Non-IID,210,4,7,1.0,1.0,1.0
Non-IID,210,4,8,1.0,1.0,1.0
Non-IID,210,4,9,0.6666666666666666,1.0,0.8
Non-IID,211,15,0,1.0,1.0,1.0
Non-IID,211,15,1,1.0,1.0,1.0
Non-IID,211,15,2,1.0,1.0,1.0
Non-IID,211,15,3,1.0,1.0,1.0
Non-IID,211,15,4,1.0,1.0,1.0
Non-IID,211,15,5,1.0,1.0,1.0
Non-IID,211,15,6,1.0,1.0,1.0
Non-IID,211,15,7,1.0,1.0,1.0
Non-IID,211,15,8,1.0,1.0,1.0
Non-IID,211,15,9,1.0,1.0,1.0
Non-IID,211,19,0,1.0,1.0,1.0
Non-IID,211,19,1,1.0,1.0,1.0
Non-IID,211,19,2,1.0,1.0,1.0
Non-IID,211,19,3,1.0,1.0,1.0
Non-IID,211,19,4,1.0,1.0,1.0
Non-IID,211,19,5,1.0,1.0,1.0
Non-IID,211,19,6,1.0,1.0,1.0
Non-IID,211,19,7,1.0,1.0,1.0
Non-IID,211,19,8,1.0,1.0,1.0
Non-IID,211,19,9,1.0,1.0,1.0
Non-IID,212,1,0,1.0,1.0,1.0
Non-IID,212,1,1,1.0,1.0,1.0
Non-IID,212,1,2,0.9090909090909091,1.0,0.9523809523809523
Non-IID,212,1,3,0.9090909090909091,1.0,0.9523809523809523
Non-IID,212,1,4,1.0,1.0,1.0
Non-IID,212,1,5,1.0,1.0,1.0
Non-IID,212,1,6,1.0,1.0,1.0
Non-IID,212,1,7,1.0,1.0,1.0
Non-IID,212,1,8,1.0,0.8,0.888888888888889
Non-IID,212,1,9,1.0,1.0,1.0
Non-IID,212,11,0,1.0,1.0,1.0
Non-IID,212,11,1,1.0,1.0,1.0
Non-IID,212,11,2,0.9090909090909091,1.0,0.9523809523809523
Non-IID,212,11,3,0.9090909090909091,1.0,0.9523809523809523
Non-IID,212,11,4,1.0,1.0,1.0
Non-IID,212,11,5,1.0,1.0,1.0
Non-IID,212,11,6,1.0,1.0,1.0
Non-IID,212,11,7,1.0,1.0,1.0
Non-IID,212,11,8,1.0,0.8,0.888888888888889
Non-IID,212,11,9,1.0,1.0,1.0
Non-IID,213,6,0,1.0,1.0,1.0
Non-IID,213,6,1,1.0,1.0,1.0
Non-IID,213,6,2,1.0,1.0,1.0
Non-IID,213,6,3,1.0,1.0,1.0
Non-IID,213,6,4,1.0,1.0,1.0
Non-IID,213,6,5,0.9090909090909091,1.0,0.9523809523809523
Non-IID,213,6,6,1.0,1.0,1.0
Non-IID,213,6,7,1.0,1.0,1.0
Non-IID,213,6,8,1.0,1.0,1.0
Non-IID,213,6,9,1.0,0.9,0.9473684210526316
Non-IID,213,4,0,1.0,1.0,1.0
Non-IID,213,4,1,1.0,1.0,1.0
Non-IID,213,4,2,1.0,1.0,1.0
Non-IID,213,4,3,1.0,1.0,1.0
Non-IID,213,4,4,1.0,1.0,1.0
Non-IID,213,4,5,0.9090909090909091,1.0,0.9523809523809523
Non-IID,213,4,6,1.0,1.0,1.0
Non-IID,213,4,7,1.0,1.0,1.0
Non-IID,213,4,8,1.0,1.0,1.0
Non-IID,213,4,9,1.0,0.9,0.9473684210526316
Non-IID,214,9,0,1.0,1.0,1.0
Non-IID,214,9,1,1.0,1.0,1.0
Non-IID,214,9,2,1.0,1.0,1.0
Non-IID,214,9,3,0.9090909090909091,1.0,0.9523809523809523
Non-IID,214,9,4,1.0,1.0,1.0
Non-IID,214,9,5,1.0,0.8,0.888888888888889
Non-IID,214,9,6,0.9090909090909091,1.0,0.9523809523809523
Non-IID,214,9,7,0.8333333333333334,1.0,0.9090909090909091
Non-IID,214,9,8,0.8333333333333334,1.0,0.9090909090909091
Non-IID,214,9,9,1.0,0.6,0.7499999999999999
Non-IID,214,0,0,1.0,1.0,1.0
Non-IID,214,0,1,1.0,1.0,1.0
Non-IID,214,0,2,1.0,1.0,1.0
Non-IID,214,0,3,0.9090909090909091,1.0,0.9523809523809523
Non-IID,214,0,4,1.0,1.0,1.0
Non-IID,214,0,5,1.0,0.8,0.888888888888889
Non-IID,214,0,6,0.9090909090909091,1.0,0.9523809523809523
Non-IID,214,0,7,0.8333333333333334,1.0,0.9090909090909091
Non-IID,214,0,8,0.8333333333333334,1.0,0.9090909090909091
Non-IID,214,0,9,1.0,0.6,0.7499999999999999
Non-IID,215,0,0,1.0,1.0,1.0
Non-IID,215,0,1,1.0,1.0,1.0
Non-IID,215,0,2,1.0,1.0,1.0
Non-IID,215,0,3,1.0,1.0,1.0
Non-IID,215,0,4,1.0,1.0,1.0
Non-IID,215,0,5,1.0,1.0,1.0
Non-IID,215,0,6,1.0,1.0,1.0
Non-IID,215,0,7,0.7692307692307693,1.0,0.8695652173913044
Non-IID,215,0,8,0.9090909090909091,1.0,0.9523809523809523
Non-IID,215,0,9,1.0,0.6,0.7499999999999999
Non-IID,215,12,0,1.0,1.0,1.0
Non-IID,215,12,1,1.0,1.0,1.0
Non-IID,215,12,2,1.0,1.0,1.0
Non-IID,215,12,3,1.0,1.0,1.0
Non-IID,215,12,4,1.0,1.0,1.0
Non-IID,215,12,5,1.0,1.0,1.0
Non-IID,215,12,6,1.0,1.0,1.0
Non-IID,215,12,7,0.7692307692307693,1.0,0.8695652173913044
Non-IID,215,12,8,0.9090909090909091,1.0,0.9523809523809523
Non-IID,215,12,9,1.0,0.6,0.7499999999999999
Non-IID,216,1,0,1.0,1.0,1.0
Non-IID,216,1,1,1.0,1.0,1.0
Non-IID,216,1,2,1.0,1.0,1.0
Non-IID,216,1,3,1.0,1.0,1.0
Non-IID,216,1,4,1.0,1.0,1.0
Non-IID,216,1,5,1.0,0.9,0.9473684210526316
Non-IID,216,1,6,0.9090909090909091,1.0,0.9523809523809523
Non-IID,216,1,7,1.0,1.0,1.0
Non-IID,216,1,8,1.0,1.0,1.0
