scenario,round,client_id,loss,accuracy,precision,recall,f1
Non-IID,149,19,0.05359268739819527,0.98,0.9818181818181818,0.9800000000000001,0.9799498746867169
Non-IID,150,0,0.14074248559772967,0.95,0.9666666666666666,0.95,0.9497368421052632
Non-IID,150,3,0.14074248559772967,0.95,0.9666666666666666,0.95,0.9497368421052632
Non-IID,151,7,0.08043182663619518,0.97,0.9742424242424244,0.97,0.9685001273236568
Non-IID,151,0,0.08043182663619518,0.97,0.9742424242424244,0.97,0.9685001273236568
Non-IID,152,18,0.07735777720808983,0.97,0.9742424242424242,0.97,0.9703577124629756
Non-IID,152,9,0.07735777720808983,0.97,0.9742424242424242,0.97,0.9703577124629756
Non-IID,153,15,0.09834874123334884,0.96,0.9678321678321679,0.96,0.9571946169772257
Non-IID,153,16,0.09834874123334884,0.96,0.9678321678321679,0.96,0.9571946169772257
Non-IID,154,5,0.029811572432518006,1.0,1.0,1.0,1.0
Non-IID,154,15,0.029811572432518006,1.0,1.0,1.0,1.0
Non-IID,155,10,0.11296040043234826,0.95,0.9587412587412587,0.95,0.9471695543205841
Non-IID,155,16,0.11296040043234826,0.95,0.9587412587412587,0.95,0.9471695543205841
Non-IID,156,14,0.14431946992874145,0.93,0.95,0.93,0.9227887901572112
Non-IID,156,10,0.14431946992874145,0.93,0.95,0.93,0.9227887901572112
Non-IID,157,16,0.12928389739245177,0.95,0.9587412587412587,0.95,0.9492593376023178
Non-IID,157,6,0.12928389739245177,0.95,0.9587412587412587,0.95,0.9492593376023178
Non-IID,158,8,0.023881569989025592,1.0,1.0,1.0,1.0
Non-IID,158,2,0.023881569989025592,1.0,1.0,1.0,1.0
Non-IID,159,5,0.06269024789333344,0.98,0.9833333333333334,0.9800000000000001,0.9803827751196172
Non-IID,159,8,0.06269024789333344,0.98,0.9833333333333334,0.9800000000000001,0.9803827751196172
Non-IID,160,15,0.021929792761802673,1.0,1.0,1.0,1.0
Non-IID,160,13,0.021929792761802673,1.0,1.0,1.0,1.0
Non-IID,161,0,0.06702246606349944,0.98,0.9833333333333334,0.9800000000000001,0.9803827751196172
Non-IID,161,18,0.06702246606349944,0.98,0.9833333333333334,0.9800000000000001,0.9803827751196172
Non-IID,162,5,0.05315607704222202,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,162,4,0.05315607704222202,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,163,2,0.08655108630657196,0.98,0.9818181818181818,0.9800000000000001,0.9799498746867169
Non-IID,163,9,0.08655108630657196,0.98,0.9818181818181818,0.9800000000000001,0.9799498746867169
Non-IID,164,0,0.09002940878272056,0.98,0.9818181818181818,0.9800000000000001,0.9799498746867169
Non-IID,164,4,0.09002940878272056,0.98,0.9818181818181818,0.9800000000000001,0.9799498746867169
Non-IID,165,8,0.06926904648542404,0.97,0.9727272727272727,0.97,0.9693400167084377
Non-IID,165,17,0.06926904648542404,0.97,0.9727272727272727,0.97,0.9693400167084377
Non-IID,166,11,0.10149510413408279,0.96,0.9678321678321679,0.96,0.9605571900766409
Non-IID,166,13,0.10149510413408279,0.96,0.9678321678321679,0.96,0.9605571900766409
Non-IID,167,5,0.10153172254562377,0.96,0.9678321678321679,0.9600000000000002,0.960557190076641
Non-IID,167,13,0.10153172254562377,0.96,0.9678321678321679,0.9600000000000002,0.960557190076641
Non-IID,168,12,0.04303463786840439,0.98,0.9818181818181818,0.9800000000000001,0.9799498746867169
Non-IID,168,17,0.04303463786840439,0.98,0.9818181818181818,0.9800000000000001,0.9799498746867169
Non-IID,169,12,0.14403005480766295,0.95,0.9587412587412587,0.95,0.947169554320584
Non-IID,169,17,0.14403005480766295,0.95,0.9587412587412587,0.95,0.947169554320584
Non-IID,170,8,0.052990896329283714,0.97,0.9742424242424242,0.97,0.9703577124629756
Non-IID,170,14,0.052990896329283714,0.97,0.9742424242424242,0.97,0.9703577124629756
Non-IID,171,14,0.033085226118564605,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,171,12,0.033085226118564605,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,172,11,0.026196485981345177,1.0,1.0,1.0,1.0
Non-IID,172,10,0.026196485981345177,1.0,1.0,1.0,1.0
Non-IID,173,11,0.08058846175670624,0.96,0.9651515151515151,0.96,0.9584750646670152
Non-IID,173,12,0.08058846175670624,0.96,0.9651515151515151,0.96,0.9584750646670152
Non-IID,174,6,0.07559504885226488,0.97,0.976923076923077,0.97,0.9693094629156012
Non-IID,174,17,0.07559504885226488,0.97,0.976923076923077,0.97,0.9693094629156012
Non-IID,175,6,0.09702079057693482,0.96,0.9651515151515152,0.9600000000000002,0.9597478544846967
Non-IID,175,5,0.09702079057693482,0.96,0.9651515151515152,0.9600000000000002,0.9597478544846967
Non-IID,176,11,0.1211294987797737,0.93,0.9420745920745921,0.9299999999999999,0.9277845275826161
Non-IID,176,2,0.1211294987797737,0.93,0.9420745920745921,0.9299999999999999,0.9277845275826161
Non-IID,177,16,0.10738262787461281,0.98,0.9818181818181818,0.9800000000000001,0.9793650793650794
Non-IID,177,3,0.10738262787461281,0.98,0.9818181818181818,0.9800000000000001,0.9793650793650794
Non-IID,178,18,0.02403544872999191,1.0,1.0,1.0,1.0
Non-IID,178,3,0.02403544872999191,1.0,1.0,1.0,1.0
Non-IID,179,0,0.021217325571924447,1.0,1.0,1.0,1.0
Non-IID,179,10,0.021217325571924447,1.0,1.0,1.0,1.0
Non-IID,180,4,0.10810983628034591,0.95,0.956060606060606,0.95,0.9478652066887362
Non-IID,180,3,0.10810983628034591,0.95,0.956060606060606,0.95,0.9478652066887362
Non-IID,181,3,0.03901528775691986,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,181,17,0.03901528775691986,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,182,2,0.042575503885746005,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,182,14,0.042575503885746005,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,183,18,0.049603271149098876,0.98,0.9818181818181818,0.9800000000000001,0.9799498746867169
Non-IID,183,13,0.049603271149098876,0.98,0.9818181818181818,0.9800000000000001,0.9799498746867169
Non-IID,184,2,0.10375299960374833,0.95,0.9602564102564102,0.95,0.944532279314888
Non-IID,184,11,0.10375299960374833,0.95,0.9602564102564102,0.95,0.944532279314888
Non-IID,185,16,0.07918365448713302,0.96,0.9636363636363635,0.96,0.9587301587301587
Non-IID,185,9,0.07918365448713302,0.96,0.9636363636363635,0.96,0.9587301587301587
Non-IID,186,10,0.06789689734578133,0.98,0.9833333333333334,0.9800000000000001,0.9797979797979798
Non-IID,186,17,0.06789689734578133,0.98,0.9833333333333334,0.9800000000000001,0.9797979797979798
Non-IID,187,18,0.05755481079220772,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,187,14,0.05755481079220772,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,188,17,0.050769843235611914,0.98,0.9818181818181818,0.9800000000000001,0.9793650793650794
Non-IID,188,4,0.050769843235611914,0.98,0.9818181818181818,0.9800000000000001,0.9793650793650794
Non-IID,189,8,0.07945112250745297,0.95,0.9623376623376624,0.95,0.9503980539584255
Non-IID,189,17,0.07945112250745297,0.95,0.9623376623376624,0.95,0.9503980539584255
Non-IID,190,18,0.14243651747703553,0.93,0.9456709956709956,0.93,0.9213602187286398
Non-IID,190,19,0.14243651747703553,0.93,0.9456709956709956,0.93,0.9213602187286398
Non-IID,191,2,0.059592452645301816,0.97,0.976923076923077,0.97,0.9705822527332826
Non-IID,191,8,0.059592452645301816,0.97,0.976923076923077,0.97,0.9705822527332826
Non-IID,192,8,0.00817587036639452,1.0,1.0,1.0,1.0
Non-IID,192,7,0.00817587036639452,1.0,1.0,1.0,1.0
Non-IID,193,11,0.06654710844159126,0.98,0.9833333333333334,0.9800000000000001,0.9797979797979798
Non-IID,193,7,0.06654710844159126,0.98,0.9833333333333334,0.9800000000000001,0.9797979797979798
Non-IID,194,10,0.2177911326289177,0.91,0.9352272727272727,0.9100000000000001,0.8982648930017352
Non-IID,194,13,0.2177911326289177,0.91,0.9352272727272727,0.9100000000000001,0.8982648930017352
Non-IID,195,6,0.18935839891433714,0.92,0.9392607392607392,0.9199999999999999,0.8988612836438923
Non-IID,195,5,0.18935839891433714,0.92,0.9392607392607392,0.9199999999999999,0.8988612836438923
Non-IID,196,16,0.04053807467222214,0.98,0.9833333333333334,0.9800000000000001,0.9803827751196172
Non-IID,196,9,0.04053807467222214,0.98,0.9833333333333334,0.9800000000000001,0.9803827751196172
Non-IID,197,3,0.030049840360879897,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,197,15,0.030049840360879897,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,198,1,0.016059739328920842,1.0,1.0,1.0,1.0
Non-IID,198,8,0.016059739328920842,1.0,1.0,1.0,1.0
Non-IID,199,10,0.12950141102075577,0.93,0.95,0.93,0.9227887901572112
Non-IID,199,3,0.12950141102075577,0.93,0.95,0.93,0.9227887901572112
Non-IID,200,19,0.035324662029743194,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,200,9,0.035324662029743194,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,201,12,0.03200551688671112,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,201,16,0.03200551688671112,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,202,8,0.04029961481690407,1.0,1.0,1.0,1.0
Non-IID,202,19,0.04029961481690407,1.0,1.0,1.0,1.0
Non-IID,203,8,0.15270593762397766,0.9,0.9303321678321679,0.9000000000000001,0.9000963660709254
Non-IID,203,17,0.15270593762397766,0.9,0.9303321678321679,0.9000000000000001,0.9000963660709254
Non-IID,204,11,0.02218339193612337,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,204,8,0.02218339193612337,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,205,13,0.07997420355677605,0.98,0.9818181818181818,0.9800000000000001,0.9799498746867169
Non-IID,205,18,0.07997420355677605,0.98,0.9818181818181818,0.9800000000000001,0.9799498746867169
Non-IID,206,8,0.032705184817314145,1.0,1.0,1.0,1.0
Non-IID,206,19,0.032705184817314145,1.0,1.0,1.0,1.0
Non-IID,207,17,0.07095398247241974,0.97,0.9742424242424242,0.97,0.9685001273236568
Non-IID,207,14,0.07095398247241974,0.97,0.9742424242424242,0.97,0.9685001273236568
Non-IID,208,17,0.03719183444976806,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,208,8,0.03719183444976806,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,209,7,0.008871342241764068,1.0,1.0,1.0,1.0
Non-IID,209,9,0.008871342241764068,1.0,1.0,1.0,1.0
Non-IID,210,14,0.12270857587456703,0.95,0.9666666666666666,0.95,0.9518266253869971
Non-IID,210,4,0.12270857587456703,0.95,0.9666666666666666,0.95,0.9518266253869971
Non-IID,211,15,0.02260634779930115,1.0,1.0,1.0,1.0
Non-IID,211,19,0.02260634779930115,1.0,1.0,1.0,1.0
Non-IID,212,1,0.05950286537408829,0.98,0.9818181818181818,0.9800000000000001,0.9793650793650794
Non-IID,212,11,0.05950286537408829,0.98,0.9818181818181818,0.9800000000000001,0.9793650793650794
Non-IID,213,6,0.04506033428013325,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,213,4,0.04506033428013325,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,214,9,0.14702002823352814,0.94,0.9484848484848485,0.9400000000000001,0.9361832611832611
Non-IID,214,0,0.14702002823352814,0.94,0.9484848484848485,0.9400000000000001,0.9361832611832611
Non-IID,215,0,0.1295009644702077,0.96,0.9678321678321679,0.96,0.9571946169772257
Non-IID,215,12,0.1295009644702077,0.96,0.9678321678321679,0.96,0.9571946169772257
Non-IID,216,1,0.029479758106172083,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,216,4,0.029479758106172083,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,217,10,0.008719214722514152,1.0,1.0,1.0,1.0
Non-IID,217,8,0.008719214722514152,1.0,1.0,1.0,1.0
Non-IID,218,8,0.14940091989934445,0.95,0.9623376623376624,0.95,0.9452380952380952
Non-IID,218,6,0.14940091989934445,0.95,0.9623376623376624,0.95,0.9452380952380952
Non-IID,219,16,0.024121439680457116,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,219,13,0.024121439680457116,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,220,11,0.016974674463272096,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,220,1,0.016974674463272096,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,221,11,0.017233320847153663,1.0,1.0,1.0,1.0
Non-IID,221,19,0.017233320847153663,1.0,1.0,1.0,1.0
Non-IID,222,2,0.03862553417682648,0.98,0.9818181818181818,0.9800000000000001,0.9799498746867169
Non-IID,222,18,0.03862553417682648,0.98,0.9818181818181818,0.9800000000000001,0.9799498746867169
Non-IID,223,0,0.024039352498948573,1.0,1.0,1.0,1.0
Non-IID,223,17,0.024039352498948573,1.0,1.0,1.0,1.0
Non-IID,224,16,0.007678745687007904,1.0,1.0,1.0,1.0
Non-IID,224,5,0.007678745687007904,1.0,1.0,1.0,1.0
Non-IID,225,19,0.0453476519882679,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,225,13,0.0453476519882679,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,226,4,0.06494628001004457,0.97,0.976923076923077,0.97,0.97116704805492
Non-IID,226,6,0.06494628001004457,0.97,0.976923076923077,0.97,0.97116704805492
Non-IID,227,12,0.036313301883637905,0.98,0.9818181818181818,0.9800000000000001,0.9793650793650794
Non-IID,227,14,0.036313301883637905,0.98,0.9818181818181818,0.9800000000000001,0.9793650793650794
Non-IID,228,12,0.015088739469647408,1.0,1.0,1.0,1.0
Non-IID,228,8,0.015088739469647408,1.0,1.0,1.0,1.0
Non-IID,229,17,0.03936191819608212,0.99,0.9909090909090909,0.99,0.9899749373433584
Non-IID,229,5,0.03936191819608212,0.99,0.9909090909090909,0.99,0.9899749373433584
Non-IID,230,8,0.04879873652011156,0.99,0.9909090909090909,0.99,0.9899749373433584
Non-IID,230,11,0.04879873652011156,0.99,0.9909090909090909,0.99,0.9899749373433584
Non-IID,231,5,0.02326523886062205,1.0,1.0,1.0,1.0
Non-IID,231,12,0.02326523886062205,1.0,1.0,1.0,1.0
Non-IID,232,9,0.07244764190167188,0.97,0.9727272727272727,0.97,0.9693400167084377
Non-IID,232,7,0.07244764190167188,0.97,0.9727272727272727,0.97,0.9693400167084377
Non-IID,233,15,0.020456755962222815,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,233,2,0.020456755962222815,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,234,8,0.00807968333363533,1.0,1.0,1.0,1.0
Non-IID,234,15,0.00807968333363533,1.0,1.0,1.0,1.0
Non-IID,235,18,0.08474643886089325,0.97,0.9727272727272727,0.9700000000000001,0.9693400167084378
Non-IID,235,13,0.08474643886089325,0.97,0.9727272727272727,0.9700000000000001,0.9693400167084378
Non-IID,236,19,0.021726105306297542,1.0,1.0,1.0,1.0
Non-IID,236,7,0.021726105306297542,1.0,1.0,1.0,1.0
Non-IID,237,3,0.031450159177184106,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,237,13,0.031450159177184106,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,238,2,0.00692140020430088,1.0,1.0,1.0,1.0
Non-IID,238,16,0.00692140020430088,1.0,1.0,1.0,1.0
Non-IID,239,13,0.03399591781198978,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,239,6,0.03399591781198978,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,240,18,0.023157395720481873,1.0,1.0,1.0,1.0
Non-IID,240,3,0.023157395720481873,1.0,1.0,1.0,1.0
Non-IID,241,1,0.023764869123697283,0.99,0.9909090909090909,0.99,0.9899749373433584
Non-IID,241,6,0.023764869123697283,0.99,0.9909090909090909,0.99,0.9899749373433584
Non-IID,242,8,0.07282999902963638,0.96,0.9636363636363636,0.96,0.9580421642341147
Non-IID,242,14,0.07282999902963638,0.96,0.9636363636363636,0.96,0.9580421642341147
Non-IID,243,0,0.1343268296122551,0.96,0.9714285714285715,0.96,0.9583333333333333
Non-IID,243,13,0.1343268296122551,0.96,0.9714285714285715,0.96,0.9583333333333333
Non-IID,244,11,0.16020905017852782,0.92,0.9458333333333334,0.9200000000000002,0.9087228560912772
Non-IID,244,9,0.16020905017852782,0.92,0.9458333333333334,0.9200000000000002,0.9087228560912772
Non-IID,245,7,0.007172761484980583,1.0,1.0,1.0,1.0
Non-IID,245,19,0.007172761484980583,1.0,1.0,1.0,1.0
Non-IID,246,5,0.05445735521614552,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,246,17,0.05445735521614552,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,247,5,0.09015981905162335,0.98,0.9818181818181818,0.9800000000000001,0.9793650793650794
Non-IID,247,19,0.09015981905162335,0.98,0.9818181818181818,0.9800000000000001,0.9793650793650794
Non-IID,248,13,0.03580160439014435,0.98,0.9818181818181818,0.9800000000000001,0.9799498746867169
Non-IID,248,17,0.03580160439014435,0.98,0.9818181818181818,0.9800000000000001,0.9799498746867169
Non-IID,249,5,0.017840721681714057,1.0,1.0,1.0,1.0
Non-IID,249,0,0.017840721681714057,1.0,1.0,1.0,1.0
Non-IID,250,15,0.021095460653305052,0.99,0.9909090909090909,0.99,0.9899749373433584
Non-IID,250,3,0.021095460653305052,0.99,0.9909090909090909,0.99,0.9899749373433584
Non-IID,251,5,0.04804967583157122,0.98,0.9818181818181818,0.9800000000000001,0.9793650793650794
Non-IID,251,9,0.04804967583157122,0.98,0.9818181818181818,0.9800000000000001,0.9793650793650794
Non-IID,252,0,0.03538487404584885,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,252,7,0.03538487404584885,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,253,3,0.010044550523161888,1.0,1.0,1.0,1.0
Non-IID,253,13,0.010044550523161888,1.0,1.0,1.0,1.0
Non-IID,254,11,0.09968601316213607,0.97,0.9727272727272727,0.9700000000000001,0.9693400167084378
Non-IID,254,13,0.09968601316213607,0.97,0.9727272727272727,0.9700000000000001,0.9693400167084378
Non-IID,255,15,0.008884844332933427,1.0,1.0,1.0,1.0
Non-IID,255,7,0.008884844332933427,1.0,1.0,1.0,1.0
Non-IID,256,6,0.07150891520082951,0.97,0.9742424242424242,0.97,0.9685001273236568
Non-IID,256,18,0.07150891520082951,0.97,0.9742424242424242,0.97,0.9685001273236568
Non-IID,257,18,0.0327603118121624,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,257,14,0.0327603118121624,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,258,15,0.14824863731861115,0.94,0.9575757575757576,0.9400000000000001,0.9366416040100249
Non-IID,258,18,0.14824863731861115,0.94,0.9575757575757576,0.9400000000000001,0.9366416040100249
Non-IID,259,0,0.026811013519763945,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,259,18,0.026811013519763945,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,260,19,0.02691772557795048,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,260,14,0.02691772557795048,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,261,9,0.016214474104344845,1.0,1.0,1.0,1.0
Non-IID,261,10,0.016214474104344845,1.0,1.0,1.0,1.0
Non-IID,262,14,0.016124536115676165,1.0,1.0,1.0,1.0
Non-IID,262,2,0.016124536115676165,1.0,1.0,1.0,1.0
Non-IID,263,1,0.0045596200600266455,1.0,1.0,1.0,1.0
Non-IID,263,4,0.0045596200600266455,1.0,1.0,1.0,1.0
Non-IID,264,9,0.030278327008709312,0.99,0.9909090909090909,0.99,0.9899749373433584
Non-IID,264,19,0.030278327008709312,0.99,0.9909090909090909,0.99,0.9899749373433584
Non-IID,265,16,0.021248772889375687,0.99,0.9909090909090909,0.99,0.9899749373433584
Non-IID,265,0,0.021248772889375687,0.99,0.9909090909090909,0.99,0.9899749373433584
Non-IID,266,8,0.022941925711929798,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,266,19,0.022941925711929798,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,267,17,0.09523907855153084,0.96,0.9678321678321679,0.96,0.9592844002589596
Non-IID,267,8,0.09523907855153084,0.96,0.9678321678321679,0.96,0.9592844002589596
Non-IID,268,11,0.038095049485564234,0.98,0.9833333333333334,0.9800000000000001,0.9803827751196172
Non-IID,268,10,0.038095049485564234,0.98,0.9833333333333334,0.9800000000000001,0.9803827751196172
Non-IID,269,8,0.05509804799221456,0.97,0.9727272727272727,0.9700000000000001,0.9693400167084378
Non-IID,269,3,0.05509804799221456,0.97,0.9727272727272727,0.9700000000000001,0.9693400167084378
Non-IID,270,4,0.028139122426509858,0.99,0.9909090909090909,0.99,0.9899749373433584
Non-IID,270,1,0.028139122426509858,0.99,0.9909090909090909,0.99,0.9899749373433584
Non-IID,271,16,0.029979791045188903,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,271,17,0.029979791045188903,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,272,10,0.08884083732962608,0.97,0.9742424242424242,0.9700000000000001,0.9697729171413382
Non-IID,272,8,0.08884083732962608,0.97,0.9742424242424242,0.9700000000000001,0.9697729171413382
Non-IID,273,16,0.005293443761765957,1.0,1.0,1.0,1.0
Non-IID,273,2,0.005293443761765957,1.0,1.0,1.0,1.0
Non-IID,274,0,0.009821401201188565,1.0,1.0,1.0,1.0
Non-IID,274,5,0.009821401201188565,1.0,1.0,1.0,1.0
Non-IID,275,13,0.016574217677116393,1.0,1.0,1.0,1.0
Non-IID,275,9,0.016574217677116393,1.0,1.0,1.0,1.0
Non-IID,276,6,0.04577214121818542,0.98,0.9818181818181818,0.9800000000000001,0.9799498746867169
Non-IID,276,16,0.04577214121818542,0.98,0.9818181818181818,0.9800000000000001,0.9799498746867169
Non-IID,277,17,0.04557734817266464,0.98,0.9818181818181818,0.9800000000000001,0.9793650793650794
Non-IID,277,11,0.04557734817266464,0.98,0.9818181818181818,0.9800000000000001,0.9793650793650794
Non-IID,278,19,0.01373656041920185,1.0,1.0,1.0,1.0
Non-IID,278,9,0.01373656041920185,1.0,1.0,1.0,1.0
Non-IID,279,1,0.054781237356364726,0.98,0.9818181818181818,0.9800000000000001,0.9799498746867169
Non-IID,279,7,0.054781237356364726,0.98,0.9818181818181818,0.9800000000000001,0.9799498746867169
Non-IID,280,0,0.020572518445551396,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,280,18,0.020572518445551396,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,281,15,0.00805318184196949,1.0,1.0,1.0,1.0
Non-IID,281,11,0.00805318184196949,1.0,1.0,1.0,1.0
Non-IID,282,7,0.009077630937099457,1.0,1.0,1.0,1.0
Non-IID,282,18,0.009077630937099457,1.0,1.0,1.0,1.0
Non-IID,283,17,0.07603157043457032,0.98,0.9833333333333334,0.9800000000000001,0.9797979797979799
Non-IID,283,14,0.07603157043457032,0.98,0.9833333333333334,0.9800000000000001,0.9797979797979799
Non-IID,284,5,0.03304622486233711,0.98,0.9818181818181818,0.9800000000000001,0.9799498746867169
Non-IID,284,17,0.03304622486233711,0.98,0.9818181818181818,0.9800000000000001,0.9799498746867169
Non-IID,285,17,0.019301092140376567,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,285,18,0.019301092140376567,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,286,3,0.10548249231651426,0.99,0.9909090909090909,0.99,0.9899749373433584
Non-IID,286,13,0.10548249231651426,0.99,0.9909090909090909,0.99,0.9899749373433584
Non-IID,287,4,0.06870638594031334,0.97,0.9727272727272727,0.9700000000000001,0.9693400167084378
Non-IID,287,14,0.06870638594031334,0.97,0.9727272727272727,0.9700000000000001,0.9693400167084378
Non-IID,288,15,0.005638835020363331,1.0,1.0,1.0,1.0
Non-IID,288,8,0.005638835020363331,1.0,1.0,1.0,1.0
Non-IID,289,9,0.03577822910156101,0.99,0.9909090909090909,0.99,0.9899749373433584
Non-IID,289,4,0.03577822910156101,0.99,0.9909090909090909,0.99,0.9899749373433584
Non-IID,290,14,0.006293167117983103,1.0,1.0,1.0,1.0
Non-IID,290,3,0.006293167117983103,1.0,1.0,1.0,1.0
Non-IID,291,4,0.005560243874788285,1.0,1.0,1.0,1.0
Non-IID,291,13,0.005560243874788285,1.0,1.0,1.0,1.0
Non-IID,292,10,0.04586998105049133,0.99,0.9909090909090909,0.99,0.9899749373433584
Non-IID,292,3,0.04586998105049133,0.99,0.9909090909090909,0.99,0.9899749373433584
Non-IID,293,9,0.061884602308273313,0.98,0.9818181818181818,0.9800000000000001,0.9793650793650794
Non-IID,293,5,0.061884602308273313,0.98,0.9818181818181818,0.9800000000000001,0.9793650793650794
Non-IID,294,17,0.05199890270829201,0.96,0.9714285714285715,0.96,0.9604231166150672
Non-IID,294,2,0.05199890270829201,0.96,0.9714285714285715,0.96,0.9604231166150672
Non-IID,295,9,0.05528850667178631,0.98,0.9818181818181818,0.9800000000000001,0.9799498746867169
Non-IID,295,18,0.05528850667178631,0.98,0.9818181818181818,0.9800000000000001,0.9799498746867169
Non-IID,296,18,0.07212355512659997,0.98,0.9833333333333334,0.9800000000000001,0.9803827751196172
Non-IID,296,17,0.07212355512659997,0.98,0.9833333333333334,0.9800000000000001,0.9803827751196172
Non-IID,297,0,0.009842979162931443,1.0,1.0,1.0,1.0
Non-IID,297,16,0.009842979162931443,1.0,1.0,1.0,1.0
Non-IID,298,6,0.025286905020475387,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,298,0,0.025286905020475387,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,299,16,0.038012434542179105,0.98,0.9833333333333334,0.9800000000000001,0.9797979797979798
Non-IID,299,4,0.038012434542179105,0.98,0.9833333333333334,0.9800000000000001,0.9797979797979798
Non-IID,300,19,0.13672227099537848,0.95,0.9623376623376624,0.95,0.9452380952380951
Non-IID,300,4,0.13672227099537848,0.95,0.9623376623376624,0.95,0.9452380952380951
Non-IID,301,6,0.010532129127532243,1.0,1.0,1.0,1.0
Non-IID,301,9,0.010532129127532243,1.0,1.0,1.0,1.0
Non-IID,302,18,0.029918769039213658,0.98,0.9818181818181818,0.9800000000000001,0.9799498746867169
Non-IID,302,15,0.029918769039213658,0.98,0.9818181818181818,0.9800000000000001,0.9799498746867169
Non-IID,303,17,0.049508571736514566,0.98,0.9818181818181818,0.9800000000000001,0.9799498746867169
Non-IID,303,4,0.049508571736514566,0.98,0.9818181818181818,0.9800000000000001,0.9799498746867169
Non-IID,304,5,0.14423780679702758,0.95,0.9623376623376624,0.95,0.9452380952380952
Non-IID,304,7,0.14423780679702758,0.95,0.9623376623376624,0.95,0.9452380952380952
Non-IID,305,10,0.16746988534927368,0.91,0.9464646464646466,0.9099999999999999,0.9114035087719298
Non-IID,305,1,0.16746988534927368,0.91,0.9464646464646466,0.9099999999999999,0.9114035087719298
Non-IID,306,0,0.007748355306684971,1.0,1.0,1.0,1.0
Non-IID,306,3,0.007748355306684971,1.0,1.0,1.0,1.0
Non-IID,307,0,0.023371766954660415,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,307,18,0.023371766954660415,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,308,17,0.025928530395030975,1.0,1.0,1.0,1.0
Non-IID,308,3,0.025928530395030975,1.0,1.0,1.0,1.0
Non-IID,309,10,0.020535046756267546,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,309,4,0.020535046756267546,0.99,0.990909090909091,0.99,0.9899749373433584
