scenario,round,client_id,loss,accuracy,precision,recall,f1
Non-IID,45,12,0.14592733681201936,0.95,0.9551515151515151,0.95,0.9502491076175288
Non-IID,45,9,0.14592733681201936,0.95,0.9551515151515151,0.95,0.9502491076175288
Non-IID,46,5,0.23238460302352906,0.92,0.9409090909090908,0.9199999999999999,0.9200945545682387
Non-IID,46,16,0.23238460302352906,0.92,0.9409090909090908,0.9199999999999999,0.9200945545682387
Non-IID,47,16,0.18508342087268828,0.94,0.9469696969696969,0.9400000000000001,0.9368364092048302
Non-IID,47,9,0.18508342087268828,0.94,0.9469696969696969,0.9400000000000001,0.9368364092048302
Non-IID,48,2,0.233546744287014,0.92,0.9409090909090908,0.9199999999999999,0.9215995425283353
Non-IID,48,12,0.233546744287014,0.92,0.9409090909090908,0.9199999999999999,0.9215995425283353
Non-IID,49,14,0.3062303939461708,0.9,0.9330659536541889,0.9,0.9017847277135201
Non-IID,49,8,0.3062303939461708,0.9,0.9330659536541889,0.9,0.9017847277135201
Non-IID,50,4,0.3466583585739136,0.89,0.9212412587412588,0.89,0.8887985135966021
Non-IID,50,0,0.3466583585739136,0.89,0.9212412587412588,0.89,0.8887985135966021
Non-IID,51,3,0.335858998298645,0.89,0.9114829614829615,0.89,0.8814161556724487
Non-IID,51,5,0.335858998298645,0.89,0.9114829614829615,0.89,0.8814161556724487
Non-IID,52,11,0.20656705170869827,0.93,0.953409090909091,0.93,0.9341494762547395
Non-IID,52,3,0.20656705170869827,0.93,0.953409090909091,0.93,0.9341494762547395
Non-IID,53,18,0.1382829737663269,0.96,0.9631313131313132,0.9600000000000002,0.959831396673502
Non-IID,53,19,0.1382829737663269,0.96,0.9631313131313132,0.9600000000000002,0.959831396673502
Non-IID,54,12,0.37319613933563234,0.86,0.9092982456140352,0.86,0.8573692806606227
Non-IID,54,15,0.37319613933563234,0.86,0.9092982456140352,0.86,0.8573692806606227
Non-IID,55,2,0.38003222465515135,0.88,0.9056277056277056,0.8799999999999999,0.8764875423853752
Non-IID,55,3,0.38003222465515135,0.88,0.9056277056277056,0.8799999999999999,0.8764875423853752
Non-IID,56,18,0.23075668007135391,0.94,0.9547619047619047,0.9400000000000001,0.9356459330143542
Non-IID,56,2,0.23075668007135391,0.94,0.9547619047619047,0.9400000000000001,0.9356459330143542
Non-IID,57,10,0.18483443140983583,0.96,0.9666666666666668,0.96,0.9601807549175971
Non-IID,57,3,0.18483443140983583,0.96,0.9666666666666668,0.96,0.9601807549175971
Non-IID,58,12,0.36262513637542726,0.87,0.8939976689976691,0.8699999999999999,0.8647075430962898
Non-IID,58,10,0.36262513637542726,0.87,0.8939976689976691,0.8699999999999999,0.8647075430962898
Non-IID,59,4,0.09369997888803482,0.97,0.9718181818181817,0.97,0.9699498746867168
Non-IID,59,10,0.09369997888803482,0.97,0.9718181818181817,0.97,0.9699498746867168
Non-IID,60,14,0.30149432957172395,0.87,0.9166666666666667,0.8699999999999999,0.8565270127189631
Non-IID,60,9,0.30149432957172395,0.87,0.9166666666666667,0.8699999999999999,0.8565270127189631
Non-IID,61,13,0.37371459007263186,0.89,0.9214285714285715,0.89,0.8811221234905444
Non-IID,61,10,0.37371459007263186,0.89,0.9214285714285715,0.89,0.8811221234905444
Non-IID,62,10,0.10635169804096221,0.95,0.9536363636363637,0.95,0.9498162071846282
Non-IID,62,9,0.10635169804096221,0.95,0.9536363636363637,0.95,0.9498162071846282
Non-IID,63,18,0.32768406987190246,0.9,0.9154079254079255,0.9,0.8848784243978752
Non-IID,63,14,0.32768406987190246,0.9,0.9154079254079255,0.9,0.8848784243978752
Non-IID,64,5,0.3369366806745529,0.88,0.9163992869875223,0.8799999999999999,0.8535226956279587
Non-IID,64,8,0.3369366806745529,0.88,0.9163992869875223,0.8799999999999999,0.8535226956279587
Non-IID,65,3,0.5162079977989197,0.83,0.7838383838383838,0.8300000000000001,0.7936812619784757
Non-IID,65,14,0.5162079977989197,0.83,0.7838383838383838,0.8300000000000001,0.7936812619784757
Non-IID,66,2,0.1742687726020813,0.96,0.9678321678321679,0.9600000000000002,0.9599723947550036
Non-IID,66,9,0.1742687726020813,0.96,0.9678321678321679,0.9600000000000002,0.9599723947550036
Non-IID,67,4,0.2384749972820282,0.92,0.9352564102564103,0.9199999999999999,0.9183095254605552
Non-IID,67,18,0.2384749972820282,0.92,0.9352564102564103,0.9199999999999999,0.9183095254605552
Non-IID,68,16,0.19384613513946533,0.94,0.9502564102564103,0.9400000000000001,0.9376024547534845
Non-IID,68,13,0.19384613513946533,0.94,0.9502564102564103,0.9400000000000001,0.9376024547534845
Non-IID,69,19,0.1388094961643219,0.96,0.9678321678321679,0.96,0.9592844002589593
Non-IID,69,7,0.1388094961643219,0.96,0.9678321678321679,0.96,0.9592844002589593
Non-IID,70,3,0.11814746975898743,0.96,0.9666666666666668,0.96,0.9589079650999155
Non-IID,70,7,0.11814746975898743,0.96,0.9666666666666668,0.96,0.9589079650999155
Non-IID,71,12,0.16595892518758773,0.92,0.9400000000000001,0.9199999999999999,0.9127887901572113
Non-IID,71,3,0.16595892518758773,0.92,0.9400000000000001,0.9199999999999999,0.9127887901572113
Non-IID,72,18,0.09341304212808609,0.98,0.9818181818181818,0.9800000000000001,0.9799498746867167
Non-IID,72,8,0.09341304212808609,0.98,0.9818181818181818,0.9800000000000001,0.9799498746867167
Non-IID,73,13,0.15494126617908477,0.95,0.9602564102564104,0.95,0.9496922380352183
Non-IID,73,12,0.15494126617908477,0.95,0.9602564102564104,0.95,0.9496922380352183
Non-IID,74,15,0.25817580163478854,0.92,0.9365800865800866,0.9200000000000002,0.9113351560719982
Non-IID,74,11,0.25817580163478854,0.92,0.9365800865800866,0.9200000000000002,0.9113351560719982
Non-IID,75,6,0.45942025184631347,0.86,0.9088235294117647,0.86,0.8472773620142041
Non-IID,75,7,0.45942025184631347,0.86,0.9088235294117647,0.86,0.8472773620142041
Non-IID,76,16,0.25737480640411375,0.91,0.9318181818181819,0.9100000000000001,0.8970128117496537
Non-IID,76,10,0.25737480640411375,0.91,0.9318181818181819,0.9100000000000001,0.8970128117496537
Non-IID,77,14,0.27689414858818057,0.88,0.9044122544122544,0.8800000000000001,0.8653949563695156
Non-IID,77,15,0.27689414858818057,0.88,0.9044122544122544,0.8800000000000001,0.8653949563695156
Non-IID,78,13,0.10080187737941743,0.98,0.9818181818181818,0.9800000000000001,0.9793650793650794
Non-IID,78,14,0.10080187737941743,0.98,0.9818181818181818,0.9800000000000001,0.9793650793650794
Non-IID,79,14,0.29089114904403685,0.89,0.9087412587412587,0.8899999999999999,0.88510396253363
Non-IID,79,13,0.29089114904403685,0.89,0.9087412587412587,0.8899999999999999,0.88510396253363
Non-IID,80,19,0.061729773581027984,0.98,0.9818181818181818,0.9800000000000001,0.9799498746867167
Non-IID,80,16,0.061729773581027984,0.98,0.9818181818181818,0.9800000000000001,0.9799498746867167
Non-IID,81,6,0.20703296720981598,0.9,0.9252272727272727,0.9,0.8981678555362768
Non-IID,81,9,0.20703296720981598,0.9,0.9252272727272727,0.9,0.8981678555362768
Non-IID,82,1,0.17348092839121818,0.94,0.9511655011655012,0.9400000000000001,0.9390823800569393
Non-IID,82,3,0.17348092839121818,0.94,0.9511655011655012,0.9400000000000001,0.9390823800569393
Non-IID,83,18,0.1060091120004654,0.96,0.9651515151515152,0.96,0.9597478544846965
Non-IID,83,8,0.1060091120004654,0.96,0.9651515151515152,0.96,0.9597478544846965
Non-IID,84,17,0.1531968307495117,0.96,0.9666666666666668,0.96,0.9595959595959596
Non-IID,84,2,0.1531968307495117,0.96,0.9666666666666668,0.96,0.9595959595959596
Non-IID,85,9,0.0878536742925644,0.97,0.9742424242424242,0.9700000000000001,0.9703577124629756
Non-IID,85,1,0.0878536742925644,0.97,0.9742424242424242,0.9700000000000001,0.9703577124629756
Non-IID,86,0,0.15308334827423095,0.92,0.9341558441558442,0.9199999999999999,0.9208491817779743
Non-IID,86,11,0.15308334827423095,0.92,0.9341558441558442,0.9199999999999999,0.9208491817779743
Non-IID,87,1,0.30317543029785154,0.89,0.9151515151515153,0.89,0.8761038961038959
Non-IID,87,12,0.30317543029785154,0.89,0.9151515151515153,0.89,0.8761038961038959
Non-IID,88,5,0.17288238555192947,0.92,0.9458333333333334,0.9199999999999999,0.9144487091855513
Non-IID,88,12,0.17288238555192947,0.92,0.9458333333333334,0.9199999999999999,0.9144487091855513
Non-IID,89,9,0.08593016862869263,0.97,0.9742424242424242,0.9700000000000001,0.9697729171413382
Non-IID,89,17,0.08593016862869263,0.97,0.9742424242424242,0.9700000000000001,0.9697729171413382
Non-IID,90,18,0.15483539670705795,0.95,0.9602564102564102,0.95,0.9476024547534845
Non-IID,90,4,0.15483539670705795,0.95,0.9602564102564102,0.95,0.9476024547534845
Non-IID,91,3,0.0951645028591156,0.98,0.9833333333333334,0.9800000000000001,0.9803827751196172
Non-IID,91,10,0.0951645028591156,0.98,0.9833333333333334,0.9800000000000001,0.9803827751196172
Non-IID,92,1,0.1266271162033081,0.97,0.9742424242424242,0.97,0.9703577124629756
Non-IID,92,18,0.1266271162033081,0.97,0.9742424242424242,0.97,0.9703577124629756
Non-IID,93,13,0.21800801873207093,0.93,0.953409090909091,0.93,0.9240408714092924
Non-IID,93,5,0.21800801873207093,0.93,0.953409090909091,0.93,0.9240408714092924
Non-IID,94,9,0.16173456788063048,0.94,0.9475757575757576,0.9400000000000001,0.9367931191615402
Non-IID,94,1,0.16173456788063048,0.94,0.9475757575757576,0.9400000000000001,0.9367931191615402
Non-IID,95,13,0.048262257128953934,0.98,0.9818181818181818,0.9800000000000001,0.9799498746867169
Non-IID,95,18,0.048262257128953934,0.98,0.9818181818181818,0.9800000000000001,0.9799498746867169
Non-IID,96,0,0.060916100293397904,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,96,1,0.060916100293397904,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,97,3,0.19585973262786865,0.91,0.9274891774891774,0.9099999999999999,0.9042144130379425
Non-IID,97,10,0.19585973262786865,0.91,0.9274891774891774,0.9099999999999999,0.9042144130379425
Non-IID,98,10,0.06776845097541809,0.98,0.9833333333333334,0.9800000000000001,0.9803827751196172
Non-IID,98,16,0.06776845097541809,0.98,0.9833333333333334,0.9800000000000001,0.9803827751196172
Non-IID,99,16,0.13769515872001648,0.95,0.9602564102564102,0.95,0.9476024547534847
Non-IID,99,6,0.13769515872001648,0.95,0.9602564102564102,0.95,0.9476024547534847
Non-IID,100,7,0.12316299557685852,0.94,0.9566666666666667,0.9399999999999998,0.9412418300653596
Non-IID,100,15,0.12316299557685852,0.94,0.9566666666666667,0.9399999999999998,0.9412418300653596
Non-IID,101,18,0.07565322250127793,0.97,0.9742424242424242,0.97,0.9703577124629756
Non-IID,101,5,0.07565322250127793,0.97,0.9742424242424242,0.97,0.9703577124629756
Non-IID,102,12,0.12255409240722656,0.95,0.9575757575757576,0.95,0.9501556922609554
Non-IID,102,7,0.12255409240722656,0.95,0.9575757575757576,0.95,0.9501556922609554
Non-IID,103,10,0.15803651571273802,0.94,0.9532467532467532,0.9400000000000001,0.9352130325814537
Non-IID,103,16,0.15803651571273802,0.94,0.9532467532467532,0.9400000000000001,0.9352130325814537
Non-IID,104,8,0.05873459756374359,0.97,0.9733333333333334,0.9700000000000001,0.9703827751196172
Non-IID,104,5,0.05873459756374359,0.97,0.9733333333333334,0.9700000000000001,0.9703827751196172
Non-IID,105,8,0.09380040794610978,0.98,0.9818181818181818,0.9800000000000001,0.9799498746867169
Non-IID,105,2,0.09380040794610978,0.98,0.9818181818181818,0.9800000000000001,0.9799498746867169
Non-IID,106,15,0.06793343842029571,0.96,0.9636363636363635,0.96,0.9598997493734336
Non-IID,106,5,0.06793343842029571,0.96,0.9636363636363635,0.96,0.9598997493734336
Non-IID,107,4,0.07193877160549164,0.96,0.9678321678321679,0.9600000000000002,0.960557190076641
Non-IID,107,19,0.07193877160549164,0.96,0.9678321678321679,0.9600000000000002,0.960557190076641
Non-IID,108,12,0.19006413638591765,0.95,0.9602564102564102,0.95,0.9476024547534845
Non-IID,108,4,0.19006413638591765,0.95,0.9602564102564102,0.95,0.9476024547534845
Non-IID,109,2,0.03338295713067055,1.0,1.0,1.0,1.0
Non-IID,109,10,0.03338295713067055,1.0,1.0,1.0,1.0
Non-IID,110,5,0.09738673686981202,0.97,0.976923076923077,0.9700000000000001,0.9705822527332826
Non-IID,110,1,0.09738673686981202,0.97,0.976923076923077,0.9700000000000001,0.9705822527332826
Non-IID,111,15,0.07776347026228905,0.97,0.976923076923077,0.9700000000000001,0.9705822527332826
Non-IID,111,12,0.07776347026228905,0.97,0.976923076923077,0.9700000000000001,0.9705822527332826
Non-IID,112,7,0.12992025524377823,0.94,0.9532467532467532,0.9400000000000001,0.9309523809523809
Non-IID,112,10,0.12992025524377823,0.94,0.9532467532467532,0.9400000000000001,0.9309523809523809
Non-IID,113,10,0.1809668219089508,0.92,0.9344988344988344,0.9200000000000002,0.9176075700372376
Non-IID,113,16,0.1809668219089508,0.92,0.9344988344988344,0.9200000000000002,0.9176075700372376
Non-IID,114,9,0.24316450953483582,0.91,0.9274891774891774,0.9099999999999999,0.9016233766233765
Non-IID,114,2,0.24316450953483582,0.91,0.9274891774891774,0.9099999999999999,0.9016233766233765
Non-IID,115,4,0.19595188081264495,0.92,0.9329836829836828,0.9199999999999999,0.9182607180588066
Non-IID,115,17,0.19595188081264495,0.92,0.9329836829836828,0.9199999999999999,0.9182607180588066
Non-IID,116,12,0.0732952120155096,0.97,0.9742424242424242,0.97,0.9703577124629756
Non-IID,116,14,0.0732952120155096,0.97,0.9742424242424242,0.97,0.9703577124629756
Non-IID,117,0,0.042674315720796586,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,117,2,0.042674315720796586,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,118,15,0.07917535126209259,0.97,0.976923076923077,0.9700000000000001,0.9705822527332826
Non-IID,118,11,0.07917535126209259,0.97,0.976923076923077,0.9700000000000001,0.9705822527332826
Non-IID,119,18,0.029553702026605608,1.0,1.0,1.0,1.0
Non-IID,119,12,0.029553702026605608,1.0,1.0,1.0,1.0
Non-IID,120,15,0.06941628873348236,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,120,9,0.06941628873348236,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,121,1,0.042512569725513455,1.0,1.0,1.0,1.0
Non-IID,121,12,0.042512569725513455,1.0,1.0,1.0,1.0
Non-IID,122,16,0.26501021951437,0.9,0.9321568627450981,0.9,0.8957517531201742
Non-IID,122,13,0.26501021951437,0.9,0.9321568627450981,0.9,0.8957517531201742
Non-IID,123,18,0.06917297840118408,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,123,8,0.06917297840118408,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,124,10,0.13680371284484863,0.94,0.951165501165501,0.9400000000000001,0.9345072166582463
Non-IID,124,3,0.13680371284484863,0.94,0.951165501165501,0.9400000000000001,0.9345072166582463
Non-IID,125,16,0.04507571339607239,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,125,15,0.04507571339607239,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,126,16,0.1394910667091608,0.93,0.9447552447552446,0.93,0.925291489593549
Non-IID,126,2,0.1394910667091608,0.93,0.9447552447552446,0.93,0.925291489593549
Non-IID,127,4,0.035566865503787994,0.99,0.9909090909090909,0.99,0.9899749373433584
Non-IID,127,6,0.035566865503787994,0.99,0.9909090909090909,0.99,0.9899749373433584
Non-IID,128,14,0.07435925856232643,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,128,19,0.07435925856232643,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,129,1,0.09229669094085693,0.98,0.9833333333333334,0.9800000000000001,0.9797979797979798
Non-IID,129,11,0.09229669094085693,0.98,0.9833333333333334,0.9800000000000001,0.9797979797979798
Non-IID,130,18,0.024538992345333098,1.0,1.0,1.0,1.0
Non-IID,130,2,0.024538992345333098,1.0,1.0,1.0,1.0
Non-IID,131,12,0.02773553043603897,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,131,8,0.02773553043603897,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,132,8,0.028247630670666695,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,132,16,0.028247630670666695,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,133,0,0.10660457521677018,0.93,0.9484848484848485,0.93,0.9291019214703425
Non-IID,133,19,0.10660457521677018,0.93,0.9484848484848485,0.93,0.9291019214703425
Non-IID,134,15,0.09053661935031414,0.95,0.9575757575757576,0.95,0.9501556922609554
Non-IID,134,5,0.09053661935031414,0.95,0.9575757575757576,0.95,0.9501556922609554
Non-IID,135,4,0.06250225156545638,0.99,0.9909090909090909,0.99,0.9899749373433584
Non-IID,135,10,0.06250225156545638,0.99,0.9909090909090909,0.99,0.9899749373433584
Non-IID,136,7,0.06128474444150925,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,136,16,0.06128474444150925,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,137,15,0.026004224792122842,1.0,1.0,1.0,1.0
Non-IID,137,10,0.026004224792122842,1.0,1.0,1.0,1.0
Non-IID,138,4,0.06587502226233483,0.98,0.9833333333333334,0.9800000000000001,0.9803827751196172
Non-IID,138,9,0.06587502226233483,0.98,0.9833333333333334,0.9800000000000001,0.9803827751196172
Non-IID,139,10,0.07169076830148696,0.98,0.9818181818181818,0.9800000000000001,0.9793650793650794
Non-IID,139,15,0.07169076830148696,0.98,0.9818181818181818,0.9800000000000001,0.9793650793650794
Non-IID,140,4,0.06024306736886501,0.99,0.9909090909090909,0.99,0.9899749373433584
Non-IID,140,3,0.06024306736886501,0.99,0.9909090909090909,0.99,0.9899749373433584
Non-IID,141,15,0.08692398011684417,0.97,0.9742424242424242,0.9700000000000001,0.9697729171413382
Non-IID,141,8,0.08692398011684417,0.97,0.9742424242424242,0.9700000000000001,0.9697729171413382
Non-IID,142,3,0.03444988399744034,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,142,6,0.03444988399744034,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,143,8,0.04011898748576641,0.98,0.9818181818181818,0.9800000000000001,0.9799498746867169
Non-IID,143,12,0.04011898748576641,0.98,0.9818181818181818,0.9800000000000001,0.9799498746867169
Non-IID,144,12,0.0800975101441145,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,144,9,0.0800975101441145,0.99,0.990909090909091,0.99,0.9899749373433584
Non-IID,145,3,0.12516172230243683,0.95,0.9587412587412587,0.95,0.9440993788819876
Non-IID,145,17,0.12516172230243683,0.95,0.9587412587412587,0.95,0.9440993788819876
Non-IID,146,5,0.0794000643491745,0.98,0.9818181818181818,0.9800000000000001,0.9799498746867169
Non-IID,146,10,0.0794000643491745,0.98,0.9818181818181818,0.9800000000000001,0.9799498746867169
Non-IID,147,4,0.04446538135409355,0.98,0.9833333333333334,0.9800000000000001,0.9803827751196172
Non-IID,147,12,0.04446538135409355,0.98,0.9833333333333334,0.9800000000000001,0.9803827751196172
Non-IID,148,9,0.06918965548276901,0.98,0.9833333333333334,0.9800000000000001,0.9797979797979799
Non-IID,148,2,0.06918965548276901,0.98,0.9833333333333334,0.9800000000000001,0.9797979797979799
Non-IID,149,18,0.05359268739819527,0.98,0.9818181818181818,0.9800000000000001,0.9799498746867169
